suspid	srcid	plagtype	GED	Cos	SD	w1	w2	w3	w1j	w2j	w3j	t1	t2	t3	subseq	pairdist	ordering
suspicious-document00019.txt-160	source-document00609.txt-2	translation-obfuscation	0.391304	0.258751	0.551917	0.611111	0.428571	0.300000	0.392857	0.257143	0.162162	0.936364	0.872727	0.800000	0.520325	0.073497	0.230889
suspicious-document00019.txt-161	source-document00609.txt-3	translation-obfuscation	0.577778	0.622036	0.280231	0.440000	0.074074	0.000000	0.282051	0.040000	0.000000	0.953125	0.726563	0.648438	0.473498	0.363999	0.345288
suspicious-document00019.txt-162	source-document00609.txt-4	translation-obfuscation	0.375000	0.271507	0.881217	0.833333	0.636364	0.500000	0.666667	0.388889	0.277778	0.965517	0.913793	0.913793	0.812030	0.766488	0.725898
suspicious-document00019.txt-163	source-document00609.txt-5	translation-obfuscation	0.547727	0.350509	0.367261	0.517241	0.157895	0.027027	0.312500	0.078947	0.012195	0.953368	0.808290	0.715026	0.537246	0.550965	0.294331
suspicious-document00019.txt-164	source-document00609.txt-6	translation-obfuscation	0.466279	0.498255	0.585348	0.457143	0.025000	0.000000	0.280702	0.012048	0.000000	0.920792	0.737624	0.599010	0.435374	0.088488	0.146152
suspicious-document00019.txt-293	source-document00609.txt-10	translation-obfuscation	0.417308	0.453034	0.606400	0.652174	0.227273	0.142857	0.441176	0.108696	0.065217	0.960317	0.841270	0.841270	0.589831	0.403966	0.408397
suspicious-document00019.txt-294	source-document00609.txt-11	translation-obfuscation	0.469048	0.348688	0.342608	0.666667	0.125000	0.000000	0.400000	0.052632	0.000000	0.948718	0.807692	0.602564	0.512821	0.621909	0.173344
suspicious-document00019.txt-295	source-document00609.txt-12	translation-obfuscation	0.339286	0.175535	0.468304	0.944444	0.681818	0.500000	0.653846	0.384615	0.261905	0.990654	0.915888	0.859813	0.689922	0.851796	0.746907
suspicious-document00019.txt-296	source-document00609.txt-13	translation-obfuscation	0.475000	0.396977	0.012962	1.000000	0.750000	0.428571	0.818182	0.500000	0.230769	1.000000	1.000000	1.000000	0.857143	0.993081	1.000000
suspicious-document00019.txt-297	source-document00609.txt-14	translation-obfuscation	0.464286	0.198216	0.249978	0.857143	0.333333	0.200000	0.666667	0.181818	0.100000	1.000000	1.000000	0.846154	0.793103	0.955723	0.852803
suspicious-document00019.txt-4	source-document00964.txt-16	translation-obfuscation	0.121212	0.090491	0.956476	0.884615	0.718750	0.580645	0.741935	0.547619	0.400000	0.958824	0.870588	0.847059	0.863768	0.999214	1.000000
suspicious-document00019.txt-5	source-document00964.txt-17	translation-obfuscation	0.089286	0.024983	1.000000	1.000000	0.857143	0.769231	1.000000	0.800000	0.666667	0.944444	0.944444	0.944444	0.971429	0.998087	1.000000
suspicious-document00019.txt-6	source-document00964.txt-18	translation-obfuscation	0.187500	0.104557	0.929172	0.894737	0.700000	0.526316	0.809524	0.560000	0.370370	0.926606	0.899083	0.899083	0.933962	0.998916	1.000000
suspicious-document00019.txt-7	source-document00964.txt-19	translation-obfuscation	0.275000	0.213393	0.471073	0.708333	0.482759	0.321429	0.531250	0.325581	0.191489	0.958084	0.874251	0.826347	0.768786	0.979856	0.896214
suspicious-document00019.txt-8	source-document00964.txt-20	translation-obfuscation	0.068182	0.069535	1.000000	0.947368	0.818182	0.761905	0.900000	0.720000	0.640000	0.932203	0.915254	0.915254	0.939130	0.999300	1.000000
suspicious-document00019.txt-9	source-document00964.txt-21	translation-obfuscation	0.177500	0.125452	0.560606	0.743590	0.500000	0.320000	0.591837	0.352113	0.200000	0.932271	0.836653	0.804781	0.801587	0.984583	0.950516
suspicious-document00019.txt-25	source-document00964.txt-110	translation-obfuscation	0.156250	0.123205	0.799906	0.900000	0.645161	0.500000	0.794118	0.465116	0.326087	0.948052	0.922078	0.896104	0.902597	0.997338	0.982913
suspicious-document00019.txt-26	source-document00964.txt-111	translation-obfuscation	0.292308	0.127824	0.613159	0.785714	0.549020	0.400000	0.660000	0.373333	0.246914	0.969283	0.921502	0.921502	0.850921	0.982905	0.957435
suspicious-document00019.txt-27	source-document00964.txt-112	translation-obfuscation	0.155882	0.086954	0.733703	0.916667	0.700000	0.625000	0.785714	0.538462	0.454545	0.972826	0.951087	0.951087	0.893048	0.998351	0.991301
suspicious-document00019.txt-28	source-document00964.txt-113	translation-obfuscation	0.140625	0.161290	0.721277	0.809524	0.595745	0.478261	0.693878	0.430769	0.314286	0.924901	0.869565	0.845850	0.892929	0.935070	0.936045
suspicious-document00019.txt-97	source-document00964.txt-34	translation-obfuscation	0.415000	0.229846	0.702438	0.800000	0.347826	0.090909	0.571429	0.177778	0.038462	0.984127	0.920635	0.888889	0.593750	0.503992	0.441261
suspicious-document00019.txt-98	source-document00964.txt-35	translation-obfuscation	0.403846	0.458397	0.790530	0.619048	0.083333	0.043478	0.448276	0.042553	0.020833	0.922535	0.746479	0.704225	0.634304	0.883355	0.771815
suspicious-document00019.txt-99	source-document00964.txt-36	translation-obfuscation	0.283475	0.192525	0.757246	0.651163	0.333333	0.175439	0.482759	0.202128	0.098039	0.904192	0.772455	0.676647	0.529412	0.537191	0.561254
suspicious-document00019.txt-112	source-document00964.txt-64	translation-obfuscation	0.220588	0.168503	0.787588	0.875000	0.235294	0.062500	0.777778	0.137931	0.033333	0.958333	0.927083	0.864583	0.656250	0.467435	0.368648
suspicious-document00019.txt-113	source-document00964.txt-65	translation-obfuscation	0.218889	0.114640	0.714008	0.937500	0.500000	0.341463	0.833333	0.322581	0.200000	0.974249	0.931330	0.914163	0.732919	0.836556	0.735456
suspicious-document00019.txt-114	source-document00964.txt-66	translation-obfuscation	0.145833	0.082481	0.000000	0.904762	0.636364	0.391304	0.826087	0.466667	0.257143	0.900826	0.867769	0.867769	0.832618	0.966866	0.929218
suspicious-document00019.txt-115	source-document00964.txt-67	translation-obfuscation	0.271429	0.219507	0.671401	0.750000	0.321429	0.185185	0.600000	0.200000	0.106383	0.946809	0.840426	0.808511	0.652406	0.642638	0.514221
suspicious-document00019.txt-116	source-document00964.txt-68	translation-obfuscation	1.056667	0.379495	NaN	1.000000	0.666667	0.600000	0.263158	0.160000	0.125000	1.000000	0.968750	0.968750	0.402516	0.896426	1.000000
suspicious-document00019.txt-185	source-document00964.txt-117	translation-obfuscation	0.579545	0.553891	0.475317	0.500000	0.125000	0.066667	0.235294	0.048780	0.025000	0.948980	0.724490	0.622449	0.501845	0.961840	0.923381
suspicious-document00019.txt-186	source-document00964.txt-118	translation-obfuscation	0.500000	0.396977	0.867911	0.727273	0.200000	0.000000	0.421053	0.086957	0.000000	0.925000	0.787500	0.762500	0.555556	0.410759	0.518999
suspicious-document00019.txt-187	source-document00964.txt-119	translation-obfuscation	0.521591	0.371719	0.000000	0.736842	0.277778	0.117647	0.482759	0.131579	0.051282	0.984848	0.939394	0.924242	0.531148	0.494567	0.384541
suspicious-document00019.txt-254	source-document00964.txt-5	translation-obfuscation	0.746698	0.366117	0.386962	0.230769	0.044776	0.000000	0.176471	0.030612	0.000000	0.445813	0.389163	0.300493	0.387205	0.567440	0.372576
suspicious-document00019.txt-278	source-document00964.txt-131	translation-obfuscation	0.571429	0.711325	0.896576	0.666667	0.272727	0.100000	0.400000	0.130435	0.043478	0.857143	0.682540	0.682540	0.433121	0.727247	0.661519
suspicious-document00019.txt-279	source-document00964.txt-132	translation-obfuscation	0.975000	0.888197	NaN	0.071429	0.000000	0.000000	0.058824	0.000000	0.000000	0.093023	0.023256	0.000000	0.153846	0.000000	0.000000
suspicious-document00019.txt-280	source-document00964.txt-133	translation-obfuscation	0.590909	0.773866	NaN	0.250000	0.000000	0.000000	0.105263	0.000000	0.000000	0.866667	0.444444	0.311111	0.325581	0.000000	0.000000
suspicious-document00019.txt-281	source-document00964.txt-134	translation-obfuscation	0.766667	0.902177	0.323296	0.117647	0.000000	0.000000	0.086957	0.000000	0.000000	0.357798	0.174312	0.027523	0.311688	0.000000	0.000000
suspicious-document00019.txt-282	source-document00964.txt-135	translation-obfuscation	1.062500	0.830969	NaN	0.400000	0.000000	0.000000	0.100000	0.000000	0.000000	0.666667	0.416667	0.250000	0.122807	0.000000	0.000000
suspicious-document00019.txt-283	source-document00964.txt-136	translation-obfuscation	1.035714	0.850929	NaN	0.111111	0.000000	0.000000	0.076923	0.000000	0.000000	0.190476	0.095238	0.000000	0.222222	0.000000	0.000000
suspicious-document00019.txt-284	source-document00964.txt-137	translation-obfuscation	0.682692	0.811392	NaN	0.250000	0.000000	0.000000	0.150000	0.000000	0.000000	0.413333	0.226667	0.173333	0.386555	0.984324	NaN
suspicious-document00019.txt-285	source-document00964.txt-138	translation-obfuscation	0.742857	0.813499	NaN	0.153846	0.064516	0.033333	0.125000	0.052632	0.027027	0.282723	0.209424	0.136126	0.283401	0.985179	1.000000
suspicious-document00019.txt-286	source-document00964.txt-139	translation-obfuscation	0.855263	0.889419	NaN	0.375000	0.000000	0.000000	0.096774	0.000000	0.000000	1.000000	0.634615	0.250000	0.288066	0.956692	1.000000
suspicious-document00019.txt-287	source-document00964.txt-140	translation-obfuscation	0.291667	0.382787	1.000000	0.666667	0.200000	0.000000	0.444444	0.100000	0.000000	1.000000	0.894737	0.842105	0.495868	0.983926	1.000000
suspicious-document00019.txt-288	source-document00964.txt-141	translation-obfuscation	0.222222	0.191457	0.941418	0.952381	0.555556	0.423077	0.833333	0.394737	0.275000	0.981366	0.937888	0.937888	0.831804	0.988295	0.947175
suspicious-document00019.txt-289	source-document00964.txt-142	translation-obfuscation	0.886111	0.870901	NaN	0.115385	0.000000	0.000000	0.107143	0.000000	0.000000	0.333333	0.306452	0.274194	0.457831	0.983516	1.000000
suspicious-document00019.txt-298	source-document00964.txt-156	translation-obfuscation	0.791667	0.683772	NaN	0.400000	0.000000	0.000000	0.181818	0.000000	0.000000	0.555556	0.277778	0.166667	0.241379	0.000000	0.000000
suspicious-document00019.txt-299	source-document00964.txt-157	translation-obfuscation	0.620536	0.708090	0.375155	0.233333	0.026316	0.000000	0.175000	0.018519	0.000000	0.459330	0.339713	0.215311	0.388535	0.663796	0.438529
suspicious-document00019.txt-300	source-document00964.txt-158	translation-obfuscation	0.683333	0.677251	0.696245	0.222222	0.000000	0.000000	0.166667	0.000000	0.000000	0.432432	0.288288	0.198198	0.363636	0.995308	1.000000
suspicious-document00019.txt-301	source-document00964.txt-159	translation-obfuscation	0.691176	0.745836	0.371247	0.300000	0.086957	0.043478	0.260870	0.068966	0.034483	0.314050	0.239669	0.239669	0.350000	0.957297	1.000000
suspicious-document00019.txt-302	source-document00964.txt-160	translation-obfuscation	0.256944	0.277715	1.000000	0.892857	0.621622	0.500000	0.806452	0.489362	0.360000	0.901961	0.872549	0.862745	0.831633	0.997596	0.993301
suspicious-document00019.txt-303	source-document00964.txt-161	translation-obfuscation	1.076923	0.713961	0.856606	1.000000	0.250000	0.000000	0.227273	0.041667	0.000000	1.000000	0.962963	0.962963	0.245399	0.795171	0.408248
suspicious-document00019.txt-304	source-document00964.txt-162	translation-obfuscation	0.772727	0.706802	0.840096	0.321429	0.000000	0.000000	0.310345	0.000000	0.000000	0.284946	0.274194	0.263441	0.316667	0.260638	0.235128
suspicious-document00019.txt-305	source-document00964.txt-163	translation-obfuscation	0.855769	0.815885	0.264617	0.214286	0.121212	0.090909	0.150000	0.086957	0.065217	0.544444	0.383333	0.238889	0.439863	0.917219	1.000000
suspicious-document00019.txt-16	source-document01128.txt-4	translation-obfuscation	0.348276	0.289118	0.748749	0.714286	0.400000	0.206897	0.555556	0.279070	0.125000	0.857143	0.771429	0.748571	0.743363	0.993744	1.000000
suspicious-document00019.txt-17	source-document01128.txt-5	translation-obfuscation	0.103774	0.053820	1.000000	0.966667	0.604167	0.377358	0.935484	0.446154	0.246914	0.911243	0.902367	0.896450	0.828439	0.990734	0.960645
suspicious-document00019.txt-18	source-document01128.txt-6	translation-obfuscation	0.156250	0.104021	0.956539	0.928571	0.733333	0.714286	0.812500	0.578947	0.555556	0.957746	0.915493	0.887324	0.897959	1.000000	1.000000
suspicious-document00019.txt-19	source-document01128.txt-7	translation-obfuscation	0.220455	0.111111	0.780196	0.809524	0.681818	0.523810	0.772727	0.555556	0.379310	0.938931	0.931298	0.916031	0.852713	0.509914	0.531088
suspicious-document00019.txt-29	source-document01128.txt-9	translation-obfuscation	0.334091	0.470850	0.944587	0.578947	0.150000	0.000000	0.366667	0.075000	0.000000	0.916667	0.766667	0.716667	0.475472	0.172439	0.140450
suspicious-document00019.txt-30	source-document01128.txt-10	translation-obfuscation	0.384783	0.274046	0.860124	0.882353	0.222222	0.117647	0.576923	0.100000	0.050000	0.990741	0.944444	0.888889	0.518519	0.383459	0.313981
suspicious-document00019.txt-31	source-document01128.txt-11	translation-obfuscation	0.411290	0.361777	0.825757	0.640000	0.366667	0.193548	0.500000	0.234043	0.115385	0.888235	0.735294	0.676471	0.507463	0.242070	0.365148
suspicious-document00019.txt-32	source-document01128.txt-12	translation-obfuscation	0.390000	0.543565	0.837716	0.583333	0.217391	0.090909	0.437500	0.116279	0.044444	0.939597	0.785235	0.744966	0.599369	0.760975	0.646105
suspicious-document00019.txt-33	source-document01128.txt-13	translation-obfuscation	0.383333	0.365665	0.095929	0.642857	0.333333	0.071429	0.500000	0.208333	0.038462	0.774648	0.605634	0.521127	0.474074	0.493648	0.520483
suspicious-document00019.txt-34	source-document01128.txt-14	translation-obfuscation	0.281250	0.127128	1.000000	0.777778	0.555556	0.500000	0.777778	0.500000	0.444444	0.820000	0.820000	0.820000	0.813187	-0.093025	0.091287
suspicious-document00019.txt-213	source-document01128.txt-1	translation-obfuscation	0.623810	0.442227	0.416158	0.409091	0.291667	0.250000	0.321429	0.218750	0.187500	0.561728	0.438272	0.401235	0.591440	0.968043	1.000000
suspicious-document00019.txt-214	source-document01128.txt-2	translation-obfuscation	0.818367	0.482657	0.598360	0.291667	0.015152	0.000000	0.245614	0.011236	0.000000	0.385167	0.322967	0.270335	0.373057	0.407416	0.097769
suspicious-document00019.txt-107	source-document01802.txt-5	translation-obfuscation	0.635897	0.620025	0.335644	0.103448	0.000000	0.000000	0.061224	0.000000	0.000000	0.748062	0.468992	0.251938	0.421053	0.999569	1.000000
suspicious-document00019.txt-194	source-document01802.txt-7	translation-obfuscation	1.054545	0.859972	0.219589	0.555556	0.000000	0.000000	0.156250	0.000000	0.000000	0.977273	0.909091	0.590909	0.253623	0.643788	0.408248
suspicious-document00019.txt-195	source-document01802.txt-8	translation-obfuscation	0.755702	0.431981	0.619494	0.423077	0.060606	0.000000	0.161765	0.018868	0.000000	1.000000	0.829493	0.626728	0.380577	0.331640	0.193333
suspicious-document00019.txt-45	source-document02000.txt-16	translation-obfuscation	1.005488	0.716578	0.530776	0.411765	0.000000	0.000000	0.127273	0.000000	0.000000	1.000000	0.880000	0.700000	0.315385	0.375449	0.430076
suspicious-document00019.txt-46	source-document02000.txt-17	translation-obfuscation	0.842188	0.896720	0.360577	0.076923	0.000000	0.000000	0.056604	0.000000	0.000000	0.357664	0.266423	0.127737	0.365591	0.899614	0.500000
suspicious-document00019.txt-89	source-document02000.txt-4	translation-obfuscation	0.432143	0.568428	0.343507	0.350000	0.000000	0.000000	0.194444	0.000000	0.000000	0.852459	0.614754	0.418033	0.382022	0.683816	0.522958
suspicious-document00019.txt-90	source-document02000.txt-5	translation-obfuscation	0.588095	0.610751	0.397247	0.333333	0.086957	0.045455	0.233333	0.052632	0.027027	0.710744	0.520661	0.355372	0.462963	0.765741	0.730297
suspicious-document00019.txt-91	source-document02000.txt-6	translation-obfuscation	1.219595	0.748036	0.129295	0.500000	0.200000	0.100000	0.102041	0.030769	0.014925	0.987805	0.865854	0.719512	0.279661	0.740052	0.408248
suspicious-document00019.txt-92	source-document02000.txt-29	translation-obfuscation	0.479255	0.771532	0.515513	0.194444	0.000000	0.000000	0.104478	0.000000	0.000000	0.902357	0.629630	0.380471	0.403200	0.633547	0.547723
suspicious-document00019.txt-100	source-document02000.txt-57	translation-obfuscation	0.062500	0.042573	1.000000	0.928571	0.866667	0.785714	0.928571	0.764706	0.647059	0.973333	0.973333	0.973333	0.973333	1.000000	1.000000
suspicious-document00019.txt-101	source-document02000.txt-58	translation-obfuscation	0.083333	0.083333	1.000000	0.916667	0.818182	0.700000	0.846154	0.692308	0.538462	0.973684	0.973684	0.973684	0.973684	1.000000	1.000000
suspicious-document00019.txt-102	source-document02000.txt-59	translation-obfuscation	0.233871	0.188548	1.000000	0.956522	0.678571	0.555556	0.880000	0.475000	0.348837	0.970760	0.953216	0.941520	0.768802	0.770449	0.695957
suspicious-document00019.txt-103	source-document02000.txt-60	translation-obfuscation	0.308750	0.331224	0.771547	0.687500	0.300000	0.100000	0.523810	0.184615	0.055556	0.895683	0.802158	0.773381	0.673953	0.983528	0.879241
suspicious-document00019.txt-125	source-document02000.txt-25	translation-obfuscation	0.463636	0.679744	0.322933	0.307692	0.000000	0.000000	0.222222	0.000000	0.000000	0.542857	0.371429	0.228571	0.396694	0.943387	0.707107
suspicious-document00019.txt-126	source-document02000.txt-26	translation-obfuscation	0.619231	0.813589	0.303284	0.136364	0.000000	0.000000	0.068182	0.000000	0.000000	0.850000	0.600000	0.357143	0.380665	0.997727	1.000000
suspicious-document00019.txt-127	source-document02000.txt-27	translation-obfuscation	0.813265	0.739750	0.293435	0.291667	0.000000	0.000000	0.109375	0.000000	0.000000	0.968750	0.734375	0.494792	0.371100	0.518421	0.361111
suspicious-document00019.txt-128	source-document02000.txt-18	translation-obfuscation	0.065789	0.076619	0.737785	0.947368	0.833333	0.705882	0.857143	0.681818	0.521739	0.953704	0.907407	0.907407	0.930876	0.998867	1.000000
suspicious-document00019.txt-129	source-document02000.txt-19	translation-obfuscation	0.423077	0.260060	NaN	0.800000	0.500000	0.111111	0.500000	0.263158	0.047619	1.000000	1.000000	1.000000	0.853933	0.993508	1.000000
suspicious-document00019.txt-130	source-document02000.txt-20	translation-obfuscation	0.414024	0.426461	0.402221	0.468750	0.228571	0.228571	0.294118	0.114286	0.112676	0.917476	0.713592	0.606796	0.634783	0.895949	0.924501
suspicious-document00019.txt-140	source-document02000.txt-51	translation-obfuscation	0.750000	0.631068	0.660212	0.238095	0.000000	0.000000	0.178571	0.000000	0.000000	0.422819	0.241611	0.134228	0.321101	0.069793	0.000000
suspicious-document00019.txt-141	source-document02000.txt-52	translation-obfuscation	0.911765	0.953775	0.445746	0.200000	0.000000	0.000000	0.074074	0.000000	0.000000	0.904762	0.587302	0.269841	0.316279	0.000000	0.000000
suspicious-document00019.txt-142	source-document02000.txt-53	translation-obfuscation	0.857143	0.698489	0.198999	0.157895	0.000000	0.000000	0.125000	0.000000	0.000000	0.295455	0.212121	0.106061	0.325581	-0.107624	NaN
