suspid	srcid	plagtype	GED	Cos	SD	w1	w2	w3	w1j	w2j	w3j	t1	t2	t3	subseq	pairdist	ordering
suspicious-document00472.txt-21	source-document00177.txt-5	summary-obfuscation	0.627586	0.874608	0.202338	0.190476	0.000000	0.000000	0.086957	0.000000	0.000000	0.893443	0.598361	0.270492	0.374150	0.976606	0.707107
suspicious-document00508.txt-28	source-document00327.txt-1	summary-obfuscation	0.422059	0.486217	0.525018	0.366667	0.085714	0.029412	0.234043	0.046875	0.015625	0.786802	0.568528	0.436548	0.508108	0.594073	0.369347
suspicious-document00508.txt-29	source-document00327.txt-2	summary-obfuscation	0.680303	0.775101	0.448088	0.222222	0.000000	0.000000	0.083333	0.000000	0.000000	0.953704	0.666667	0.407407	0.391691	0.373842	0.333333
suspicious-document00508.txt-30	source-document00327.txt-3	summary-obfuscation	0.617647	0.751854	0.506530	0.363636	0.000000	0.000000	0.142857	0.000000	0.000000	0.884058	0.623188	0.333333	0.361702	0.953266	0.707107
suspicious-document00508.txt-31	source-document00327.txt-4	summary-obfuscation	0.645455	0.883665	0.326876	0.230769	0.000000	0.000000	0.083333	0.000000	0.000000	0.905405	0.621622	0.378378	0.386792	0.931553	1.000000
suspicious-document00508.txt-32	source-document00327.txt-5	summary-obfuscation	0.761111	0.733783	0.347412	0.160000	0.000000	0.000000	0.105263	0.000000	0.000000	0.340541	0.248649	0.086486	0.325397	0.769167	0.316228
suspicious-document00616.txt-106	source-document02311.txt-9	summary-obfuscation	0.717105	0.956147	0.183441	0.076923	0.000000	0.000000	0.030303	0.000000	0.000000	0.846154	0.423077	0.166667	0.377551	0.000000	0.000000
suspicious-document00616.txt-107	source-document02311.txt-10	summary-obfuscation	0.675000	0.696954	0.163203	0.428571	0.000000	0.000000	0.166667	0.000000	0.000000	0.820513	0.487179	0.282051	0.317757	0.921551	0.500000
suspicious-document00616.txt-108	source-document02311.txt-11	summary-obfuscation	0.505952	0.450830	0.473637	0.314286	0.048780	0.023256	0.203704	0.027027	0.012987	0.643443	0.491803	0.303279	0.446602	0.864081	0.701879
suspicious-document00616.txt-109	source-document02311.txt-12	summary-obfuscation	0.804054	0.638216	0.264026	0.333333	0.058824	0.000000	0.094340	0.014286	0.000000	0.927835	0.690722	0.443299	0.327366	0.315324	-0.218218
suspicious-document00616.txt-110	source-document02311.txt-13	summary-obfuscation	0.529545	0.509010	0.265791	0.260870	0.000000	0.000000	0.133333	0.000000	0.000000	0.917197	0.662420	0.496815	0.412869	0.167509	0.218218
suspicious-document00627.txt-8	source-document01106.txt-1	summary-obfuscation	0.679808	0.827071	0.555841	0.263158	0.052632	0.000000	0.116279	0.020408	0.000000	0.914530	0.632479	0.444444	0.367347	0.983600	1.000000
suspicious-document00627.txt-9	source-document01106.txt-2	summary-obfuscation	0.656897	0.751318	0.434213	0.250000	0.000000	0.000000	0.139535	0.000000	0.000000	0.771605	0.475309	0.265432	0.428115	0.420660	0.272166
suspicious-document00627.txt-10	source-document01106.txt-3	summary-obfuscation	1.011250	0.893400	0.332313	0.250000	0.000000	0.000000	0.060606	0.000000	0.000000	1.000000	0.675000	0.275000	0.252336	0.000000	0.000000
suspicious-document00627.txt-11	source-document01106.txt-4	summary-obfuscation	0.810000	0.886933	0.271958	0.136364	0.000000	0.000000	0.066667	0.000000	0.000000	0.915888	0.588785	0.271028	0.355987	0.997822	1.000000
suspicious-document00627.txt-12	source-document01106.txt-5	summary-obfuscation	0.888889	0.901942	0.279859	0.100000	0.000000	0.000000	0.058824	0.000000	0.000000	0.507692	0.307692	0.092308	0.342857	0.000000	0.000000
suspicious-document00627.txt-13	source-document01106.txt-6	summary-obfuscation	1.054545	0.892010	0.259648	0.285714	0.000000	0.000000	0.055556	0.000000	0.000000	0.906977	0.651163	0.325581	0.262712	0.000000	0.000000
suspicious-document00627.txt-14	source-document01106.txt-7	summary-obfuscation	0.861957	0.829749	0.364652	0.250000	0.000000	0.000000	0.078947	0.000000	0.000000	0.911765	0.705882	0.352941	0.327869	0.998998	1.000000
suspicious-document00627.txt-15	source-document01106.txt-8	summary-obfuscation	1.114286	0.922848	0.109462	0.125000	0.000000	0.000000	0.035714	0.000000	0.000000	0.942857	0.542857	0.085714	0.289474	0.000000	0.000000
suspicious-document00675.txt-24	source-document02739.txt-1	summary-obfuscation	0.307692	0.285258	0.929663	0.708333	0.500000	0.347826	0.515152	0.315789	0.200000	0.935484	0.862903	0.782258	0.666667	0.989861	1.000000
suspicious-document00675.txt-25	source-document02739.txt-2	summary-obfuscation	0.727273	0.958188	0.404923	0.050000	0.000000	0.000000	0.024390	0.000000	0.000000	0.872727	0.518182	0.209091	0.403361	0.000000	0.000000
suspicious-document00675.txt-26	source-document02739.txt-3	summary-obfuscation	0.412500	0.828501	0.148808	0.176471	0.000000	0.000000	0.103448	0.000000	0.000000	0.733333	0.366667	0.144444	0.383721	0.996099	1.000000
suspicious-document00675.txt-27	source-document02739.txt-4	summary-obfuscation	0.850000	0.725279	0.234298	0.307692	0.000000	0.000000	0.102564	0.000000	0.000000	0.948718	0.602564	0.397436	0.340909	0.518716	0.250000
suspicious-document00675.txt-28	source-document02739.txt-5	summary-obfuscation	1.078333	0.783494	0.034110	0.333333	0.000000	0.000000	0.080000	0.000000	0.000000	1.000000	0.750000	0.312500	0.298137	0.000000	0.000000
suspicious-document00675.txt-29	source-document02739.txt-6	summary-obfuscation	0.325000	0.407780	0.651478	0.666667	0.428571	0.230769	0.400000	0.214286	0.103448	0.903614	0.698795	0.650602	0.600000	0.903534	1.000000
suspicious-document00675.txt-30	source-document02739.txt-7	summary-obfuscation	0.750000	0.729969	0.298723	0.357143	0.076923	0.000000	0.138889	0.023256	0.000000	0.962025	0.620253	0.392405	0.383673	0.865404	0.816497
suspicious-document00702.txt-48	source-document00733.txt-1	summary-obfuscation	0.589286	0.424604	0.428314	0.423077	0.214286	0.148148	0.275000	0.122449	0.081633	0.822785	0.715190	0.563291	0.458472	0.234916	0.267615
suspicious-document00702.txt-49	source-document00733.txt-2	summary-obfuscation	0.569444	0.303127	0.711246	0.478261	0.375000	0.347826	0.458333	0.346154	0.320000	0.462585	0.442177	0.442177	0.613953	0.868353	1.000000
suspicious-document00702.txt-50	source-document00733.txt-3	summary-obfuscation	0.665000	0.724759	0.260659	0.187500	0.000000	0.000000	0.120000	0.000000	0.000000	0.444444	0.292929	0.171717	0.428571	0.998854	1.000000
suspicious-document00702.txt-51	source-document00733.txt-4	summary-obfuscation	0.629545	0.780618	0.340532	0.173913	0.000000	0.000000	0.114286	0.000000	0.000000	0.596026	0.364238	0.231788	0.368000	0.981563	1.000000
suspicious-document00702.txt-52	source-document00733.txt-5	summary-obfuscation	0.721667	0.803884	NaN	0.166667	0.000000	0.000000	0.107143	0.000000	0.000000	0.692308	0.450549	0.252747	0.339181	0.661143	NaN
suspicious-document00723.txt-22	source-document01712.txt-48	summary-obfuscation	0.945192	0.873677	0.362914	0.250000	0.000000	0.000000	0.063830	0.000000	0.000000	0.936709	0.784810	0.481013	0.336449	0.852974	0.500000
suspicious-document00723.txt-23	source-document01712.txt-49	summary-obfuscation	0.546154	0.615535	0.129609	0.173913	0.000000	0.000000	0.097561	0.000000	0.000000	0.869863	0.554795	0.308219	0.426667	0.699755	0.447214
suspicious-document00723.txt-24	source-document01712.txt-50	summary-obfuscation	0.861111	0.888197	0.133267	0.100000	0.000000	0.000000	0.058824	0.000000	0.000000	0.430769	0.184615	0.000000	0.316832	0.000000	0.000000
suspicious-document00723.txt-25	source-document01712.txt-51	summary-obfuscation	0.729167	0.919936	0.450044	0.153846	0.000000	0.000000	0.047619	0.000000	0.000000	0.959459	0.662162	0.418919	0.311419	0.000000	0.000000
suspicious-document00723.txt-26	source-document01712.txt-52	summary-obfuscation	0.440217	0.723314	0.252122	0.173913	0.000000	0.000000	0.105263	0.000000	0.000000	0.748148	0.437037	0.185185	0.404669	0.790054	0.500000
suspicious-document00723.txt-27	source-document01712.txt-53	summary-obfuscation	0.597826	0.685730	0.320004	0.222222	0.000000	0.000000	0.153846	0.000000	0.000000	0.669173	0.413534	0.203008	0.398305	-0.080545	-0.200000
suspicious-document00723.txt-28	source-document01712.txt-54	summary-obfuscation	0.888889	0.869880	0.242855	0.250000	0.000000	0.000000	0.071429	0.000000	0.000000	0.888889	0.511111	0.311111	0.300885	0.968486	0.500000
suspicious-document00793.txt-10	source-document00982.txt-51	summary-obfuscation	0.873958	0.708333	0.448621	0.166667	0.000000	0.000000	0.121951	0.000000	0.000000	0.431818	0.306818	0.181818	0.348837	0.387503	0.218218
suspicious-document00793.txt-11	source-document00982.txt-52	summary-obfuscation	0.741176	0.730320	0.334616	0.320000	0.000000	0.000000	0.145455	0.000000	0.000000	0.904000	0.608000	0.384000	0.354354	-0.132495	-0.082690
suspicious-document00793.txt-12	source-document00982.txt-53	summary-obfuscation	1.065625	0.692762	0.314514	0.068182	0.000000	0.000000	0.063830	0.000000	0.000000	0.073314	0.061584	0.049853	0.136612	0.998137	1.000000
suspicious-document01286.txt-25	source-document00759.txt-16	summary-obfuscation	0.479032	0.614878	0.222494	0.346154	0.071429	0.000000	0.195652	0.034483	0.000000	0.947712	0.699346	0.398693	0.414773	0.643097	0.586555
suspicious-document01286.txt-26	source-document00759.txt-17	summary-obfuscation	0.677941	0.733836	0.272159	0.200000	0.000000	0.000000	0.089286	0.000000	0.000000	0.952000	0.696000	0.328000	0.388571	0.514609	0.375000
suspicious-document01286.txt-27	source-document00759.txt-18	summary-obfuscation	0.426923	0.477042	0.177051	0.318182	0.040000	0.000000	0.175000	0.020000	0.000000	0.873134	0.574627	0.365672	0.418440	0.510295	-0.055048
suspicious-document01286.txt-28	source-document00759.txt-19	summary-obfuscation	0.659091	0.874782	0.134305	0.142857	0.000000	0.000000	0.052632	0.000000	0.000000	0.973333	0.640000	0.346667	0.386831	0.000000	0.000000
suspicious-document01286.txt-29	source-document00759.txt-20	summary-obfuscation	0.783333	0.796190	0.197012	0.210526	0.000000	0.000000	0.085106	0.000000	0.000000	0.913043	0.608696	0.243478	0.380368	0.890784	1.000000
suspicious-document01408.txt-23	source-document00822.txt-1	summary-obfuscation	0.623333	0.387628	0.767370	0.888889	0.750000	0.714286	0.363636	0.260870	0.227273	1.000000	0.959184	0.959184	0.540230	0.786642	1.000000
suspicious-document01408.txt-24	source-document00822.txt-2	summary-obfuscation	0.551136	0.588335	0.584396	0.388889	0.000000	0.000000	0.205882	0.000000	0.000000	0.840000	0.590000	0.370000	0.405530	-0.041419	-0.071429
suspicious-document01408.txt-25	source-document00822.txt-3	summary-obfuscation	0.789286	0.953171	0.289515	0.083333	0.000000	0.000000	0.026316	0.000000	0.000000	0.894737	0.701754	0.315789	0.327434	0.000000	0.000000
suspicious-document01408.txt-26	source-document00822.txt-4	summary-obfuscation	0.561364	0.708657	0.565676	0.200000	0.000000	0.000000	0.108108	0.000000	0.000000	0.831858	0.646018	0.398230	0.473469	0.958637	1.000000
suspicious-document01408.txt-27	source-document00822.txt-5	summary-obfuscation	0.695238	0.820279	0.414163	0.250000	0.000000	0.000000	0.090909	0.000000	0.000000	0.892308	0.661538	0.476923	0.398058	0.993789	1.000000
suspicious-document01408.txt-28	source-document00822.txt-6	summary-obfuscation	0.733000	0.890891	0.440195	0.166667	0.000000	0.000000	0.069767	0.000000	0.000000	0.812500	0.491071	0.276786	0.426357	0.985918	0.500000
suspicious-document01408.txt-29	source-document00822.txt-7	summary-obfuscation	0.541250	0.815100	0.266917	0.166667	0.000000	0.000000	0.085714	0.000000	0.000000	0.810127	0.556962	0.278481	0.438503	0.997871	1.000000
suspicious-document01542.txt-48	source-document02775.txt-1	summary-obfuscation	0.604167	0.283911	0.786656	1.000000	0.846154	0.833333	0.433333	0.314286	0.294118	1.000000	0.987500	0.987500	0.586081	0.881431	1.000000
suspicious-document01542.txt-49	source-document02775.txt-2	summary-obfuscation	0.540000	0.769921	0.411562	0.214286	0.000000	0.000000	0.120000	0.000000	0.000000	0.762195	0.469512	0.286585	0.376812	0.772389	0.443203
suspicious-document01542.txt-50	source-document02775.txt-3	summary-obfuscation	0.648077	0.669835	0.379850	0.263158	0.047619	0.000000	0.119048	0.020000	0.000000	0.926230	0.655738	0.426230	0.465753	0.625716	0.534522
suspicious-document01542.txt-51	source-document02775.txt-4	summary-obfuscation	0.511364	0.640000	0.159616	0.263158	0.050000	0.000000	0.138889	0.024390	0.000000	0.814433	0.587629	0.422680	0.382353	0.674602	0.666667
suspicious-document01542.txt-52	source-document02775.txt-5	summary-obfuscation	0.597917	0.522545	0.281748	0.333333	0.000000	0.000000	0.166667	0.000000	0.000000	0.846939	0.571429	0.326531	0.418410	0.861584	0.533002
suspicious-document01542.txt-53	source-document02775.txt-6	summary-obfuscation	0.950000	0.949363	0.079568	0.166667	0.000000	0.000000	0.032258	0.000000	0.000000	1.000000	0.760000	0.280000	0.190476	0.000000	0.000000
suspicious-document01544.txt-93	source-document00386.txt-27	summary-obfuscation	0.478571	0.666667	0.581095	0.266667	0.000000	0.000000	0.173913	0.000000	0.000000	0.546392	0.402062	0.298969	0.397516	0.991701	1.000000
suspicious-document01544.txt-94	source-document00386.txt-28	summary-obfuscation	0.488095	0.540381	0.248269	0.428571	0.125000	0.066667	0.193548	0.051282	0.026316	0.875000	0.613636	0.386364	0.430493	0.214358	0.000000
suspicious-document01544.txt-95	source-document00386.txt-29	summary-obfuscation	0.457143	0.450028	0.368854	0.466667	0.266667	0.214286	0.233333	0.111111	0.085714	0.898876	0.606742	0.382022	0.426667	0.937457	1.000000
suspicious-document01544.txt-96	source-document00386.txt-30	summary-obfuscation	0.536364	0.797223	0.362992	0.250000	0.000000	0.000000	0.105263	0.000000	0.000000	0.967391	0.641304	0.380435	0.354839	0.854562	0.707107
suspicious-document01544.txt-97	source-document00386.txt-31	summary-obfuscation	0.782895	0.721757	0.351781	0.555556	0.000000	0.000000	0.172414	0.000000	0.000000	0.966667	0.766667	0.433333	0.359447	0.949048	0.816497
suspicious-document01544.txt-98	source-document00386.txt-32	summary-obfuscation	0.597727	0.744396	0.408804	0.190476	0.043478	0.000000	0.111111	0.023810	0.000000	0.798387	0.475806	0.298387	0.408000	0.758175	0.707107
suspicious-document01544.txt-99	source-document00386.txt-33	summary-obfuscation	1.060714	0.746454	0.431176	0.400000	0.000000	0.000000	0.080000	0.000000	0.000000	1.000000	0.656250	0.343750	0.255319	0.000000	0.000000
suspicious-document01544.txt-100	source-document00386.txt-34	summary-obfuscation	0.489062	0.777434	0.287429	0.187500	0.000000	0.000000	0.111111	0.000000	0.000000	0.684211	0.378947	0.189474	0.404494	0.945454	0.500000
suspicious-document01628.txt-9	source-document01107.txt-54	summary-obfuscation	0.648000	0.852558	0.272641	0.250000	0.000000	0.000000	0.097561	0.000000	0.000000	0.956044	0.637363	0.329670	0.376812	0.112282	-0.316228
suspicious-document01628.txt-10	source-document01107.txt-55	summary-obfuscation	0.687500	0.650000	0.482762	0.294118	0.000000	0.000000	0.172414	0.000000	0.000000	0.826087	0.521739	0.304348	0.412371	0.261730	0.089087
suspicious-document01628.txt-11	source-document01107.txt-56	summary-obfuscation	0.504545	0.703704	0.415719	0.315789	0.100000	0.052632	0.176471	0.050000	0.025641	0.843478	0.608696	0.313043	0.393305	0.845991	1.000000
suspicious-document01628.txt-12	source-document01107.txt-57	summary-obfuscation	0.864000	0.932733	0.171311	0.117647	0.000000	0.000000	0.046512	0.000000	0.000000	0.873786	0.601942	0.368932	0.379182	0.000000	0.000000
suspicious-document01628.txt-13	source-document01107.txt-58	summary-obfuscation	0.716667	0.865465	0.209238	0.117647	0.000000	0.000000	0.071429	0.000000	0.000000	0.461538	0.182692	0.067308	0.321429	0.000000	0.000000
suspicious-document01628.txt-14	source-document01107.txt-59	summary-obfuscation	0.963158	0.958261	0.376419	0.052632	0.000000	0.000000	0.015625	0.000000	0.000000	0.867257	0.469027	0.203540	0.177706	0.000000	0.000000
suspicious-document01764.txt-17	source-document02438.txt-1	summary-obfuscation	0.383929	0.340620	0.777605	0.562500	0.303030	0.156250	0.486486	0.222222	0.104167	0.680412	0.608247	0.577320	0.656535	0.735891	0.805776
suspicious-document01764.txt-18	source-document02438.txt-2	summary-obfuscation	0.539286	0.818432	0.367857	0.173913	0.000000	0.000000	0.085106	0.000000	0.000000	0.845588	0.500000	0.220588	0.381625	0.570237	0.447214
suspicious-document01764.txt-19	source-document02438.txt-3	summary-obfuscation	0.658333	0.945926	0.131814	0.055556	0.000000	0.000000	0.027778	0.000000	0.000000	0.679245	0.358491	0.132075	0.356436	0.000000	0.000000
suspicious-document01764.txt-20	source-document02438.txt-4	summary-obfuscation	0.809259	0.901616	0.415596	0.086957	0.000000	0.000000	0.050000	0.000000	0.000000	0.592308	0.346154	0.130769	0.385965	0.000000	0.000000
suspicious-document01764.txt-21	source-document02438.txt-5	summary-obfuscation	0.827632	0.742487	0.297174	0.400000	0.000000	0.000000	0.125000	0.000000	0.000000	0.955224	0.776119	0.477612	0.372093	0.932903	1.000000
suspicious-document00061.txt-38	source-document03040.txt-4	no-plagiarism	0.480435	0.685030	0.334707	0.263158	0.000000	0.000000	0.151515	0.000000	0.000000	0.722772	0.475248	0.297030	0.427907	0.589462	0.408248
suspicious-document00061.txt-42	source-document02902.txt-5	no-plagiarism	0.711538	0.928571	0.153486	0.090909	0.000000	0.000000	0.041667	0.000000	0.000000	0.888889	0.481481	0.296296	0.370370	0.000000	0.000000
suspicious-document00061.txt-47	source-document03040.txt-9	no-plagiarism	0.792647	0.945767	0.285107	0.058824	0.000000	0.000000	0.030303	0.000000	0.000000	0.630435	0.217391	0.065217	0.363636	0.000000	0.000000
