suspid	srcid	plagtype	GED	Cos	SD	w1	w2	w3	w1j	w2j	w3j	t1	t2	t3	subseq	pairdist	ordering
suspicious-document00027.txt-41	source-document02493.txt-7	random-obfuscation	0.250000	0.361085	0.270180	0.600000	0.400000	0.285714	0.391304	0.222222	0.148148	0.868687	0.707071	0.666667	0.702970	0.856801	0.731126
suspicious-document00027.txt-42	source-document02493.txt-8	random-obfuscation	0.225000	0.268436	0.666350	0.888889	0.647059	0.375000	0.761905	0.407407	0.200000	0.978723	0.925532	0.904255	0.830189	0.929935	0.895722
suspicious-document00027.txt-43	source-document02493.txt-9	random-obfuscation	0.200000	0.116040	0.302735	0.909091	0.666667	0.461538	0.689655	0.450000	0.272727	0.983871	0.943548	0.927419	0.847826	0.915776	0.896346
suspicious-document00027.txt-44	source-document02493.txt-10	random-obfuscation	0.300000	0.269703	0.000000	0.800000	0.500000	0.000000	0.571429	0.285714	0.000000	0.947368	0.842105	0.842105	0.800000	0.998906	1.000000
suspicious-document00027.txt-45	source-document02493.txt-11	random-obfuscation	0.566667	0.548152	NaN	0.700000	0.333333	0.125000	0.333333	0.120000	0.040000	0.978723	0.851064	0.723404	0.526316	0.976773	1.000000
suspicious-document00027.txt-46	source-document02493.txt-12	random-obfuscation	0.307692	0.378941	0.038181	0.727273	0.454545	0.300000	0.444444	0.250000	0.150000	0.939394	0.757576	0.757576	0.737589	0.923985	0.866025
suspicious-document00027.txt-47	source-document02493.txt-13	random-obfuscation	0.500000	0.465478	0.000000	0.571429	0.333333	0.000000	0.363636	0.181818	0.000000	0.888889	0.777778	0.644444	0.752688	0.990979	1.000000
suspicious-document00027.txt-48	source-document02493.txt-14	random-obfuscation	0.060000	0.047499	0.676454	0.954545	0.791667	0.739130	0.875000	0.633333	0.566667	0.984000	0.952000	0.952000	0.925490	0.992042	0.971327
suspicious-document00027.txt-49	source-document02493.txt-26	random-obfuscation	0.708333	0.857866	0.153282	0.181818	0.000000	0.000000	0.095238	0.000000	0.000000	0.735294	0.352941	0.176471	0.391304	0.000000	0.000000
suspicious-document00027.txt-50	source-document02493.txt-27	random-obfuscation	0.834211	0.592282	0.140458	0.428571	0.000000	0.000000	0.103448	0.000000	0.000000	0.958333	0.750000	0.583333	0.312796	0.668184	NaN
suspicious-document00027.txt-51	source-document02493.txt-28	random-obfuscation	0.805556	0.895172	NaN	0.285714	0.000000	0.000000	0.133333	0.000000	0.000000	0.837209	0.534884	0.255814	0.421053	0.000000	0.000000
suspicious-document00027.txt-52	source-document02493.txt-29	random-obfuscation	0.802083	0.930662	0.056951	0.100000	0.000000	0.000000	0.045455	0.000000	0.000000	0.800000	0.290909	0.181818	0.444444	0.000000	0.000000
suspicious-document00027.txt-53	source-document02493.txt-30	random-obfuscation	0.689130	0.892376	0.331084	0.136364	0.000000	0.000000	0.075000	0.000000	0.000000	0.834646	0.401575	0.196850	0.404669	-0.154488	NaN
suspicious-document00027.txt-54	source-document02493.txt-31	random-obfuscation	0.326923	0.268728	0.546574	0.818182	0.600000	0.444444	0.562500	0.333333	0.222222	0.942029	0.869565	0.869565	0.816327	0.991558	1.000000
suspicious-document00027.txt-55	source-document02493.txt-32	random-obfuscation	0.568182	0.465478	0.631243	0.666667	0.250000	0.142857	0.352941	0.105263	0.055556	0.938776	0.836735	0.714286	0.621212	0.995997	1.000000
suspicious-document00042.txt-192	source-document02998.txt-28	random-obfuscation	0.559524	0.343512	0.315749	0.866667	0.533333	0.285714	0.500000	0.242424	0.114286	0.988235	0.988235	0.964706	0.685950	0.974025	0.948684
suspicious-document00042.txt-193	source-document02998.txt-29	random-obfuscation	0.550000	0.434315	0.304731	0.777778	0.411765	0.187500	0.538462	0.218750	0.088235	1.000000	0.915789	0.831579	0.690909	0.989504	1.000000
suspicious-document00091.txt-56	source-document00637.txt-2	random-obfuscation	0.170000	0.187638	0.461313	0.772727	0.416667	0.304348	0.629630	0.256410	0.175000	0.907895	0.815789	0.736842	0.780645	0.888093	0.761890
suspicious-document00091.txt-57	source-document00637.txt-3	random-obfuscation	0.574000	0.738512	0.296342	0.352941	0.052632	0.000000	0.157895	0.021277	0.000000	0.901786	0.553571	0.339286	0.423792	0.698772	0.763763
suspicious-document00091.txt-92	source-document00746.txt-4	random-obfuscation	0.216667	0.197045	0.789290	0.846154	0.692308	0.500000	0.611111	0.450000	0.285714	0.986486	0.945946	0.945946	0.855422	0.997668	1.000000
suspicious-document00091.txt-93	source-document00746.txt-5	random-obfuscation	0.193478	0.090909	0.687787	0.894737	0.476190	0.285714	0.809524	0.303030	0.166667	0.962264	0.905660	0.867925	0.728972	0.328288	0.322330
suspicious-document00091.txt-94	source-document00746.txt-6	random-obfuscation	0.236250	0.224060	0.640596	0.823529	0.647059	0.437500	0.583333	0.407407	0.241379	0.979381	0.886598	0.865979	0.816514	0.994117	1.000000
suspicious-document00091.txt-77	source-document02867.txt-115	random-obfuscation	0.305556	0.497481	0.826900	0.555556	0.250000	0.000000	0.416667	0.142857	0.000000	0.644444	0.400000	0.400000	0.597403	1.000000	1.000000
suspicious-document00091.txt-78	source-document02867.txt-116	random-obfuscation	0.302632	0.331847	0.969447	0.611111	0.263158	0.166667	0.440000	0.156250	0.093750	0.775281	0.640449	0.528090	0.630952	0.982251	0.929260
suspicious-document00091.txt-79	source-document02867.txt-117	random-obfuscation	0.864583	0.396977	0.947910	0.310345	0.138889	0.055556	0.290323	0.121951	0.046512	0.246073	0.204188	0.193717	0.352941	0.732006	0.782624
suspicious-document00099.txt-103	source-document02555.txt-2	random-obfuscation	0.172340	0.112324	0.476169	0.815789	0.586957	0.466667	0.720930	0.435484	0.313433	0.939502	0.843416	0.800712	0.812165	0.898415	0.854828
suspicious-document00099.txt-104	source-document02555.txt-3	random-obfuscation	0.273529	0.185284	0.558556	0.666667	0.454545	0.312500	0.545455	0.319149	0.196078	0.870813	0.760766	0.684211	0.775000	0.648461	0.605465
suspicious-document00109.txt-150	source-document03181.txt-3	random-obfuscation	1.260294	0.888197	0.135536	0.039216	0.000000	0.000000	0.034483	0.000000	0.000000	0.105263	0.090643	0.061404	0.174603	0.000000	0.000000
suspicious-document00109.txt-151	source-document03181.txt-4	random-obfuscation	1.064474	0.954068	0.310731	0.125000	0.000000	0.000000	0.031746	0.000000	0.000000	0.951807	0.698795	0.457831	0.255125	0.000000	0.000000
suspicious-document00109.txt-152	source-document03181.txt-5	random-obfuscation	0.151163	0.218729	0.820792	0.717949	0.500000	0.341463	0.560000	0.328125	0.202899	0.936330	0.857678	0.797753	0.794918	0.999785	1.000000
suspicious-document00109.txt-153	source-document03181.txt-6	random-obfuscation	0.157407	0.199555	0.787184	0.769231	0.576923	0.520000	0.645161	0.405405	0.351351	0.884817	0.764398	0.743455	0.767196	0.708733	0.717290
suspicious-document00109.txt-154	source-document03181.txt-7	random-obfuscation	0.166667	0.120000	1.000000	0.842105	0.600000	0.421053	0.727273	0.428571	0.266667	0.946429	0.883929	0.812500	0.844828	0.903399	0.870087
suspicious-document00129.txt-33	source-document00179.txt-46	random-obfuscation	0.829861	0.554565	0.439100	0.500000	0.117647	0.000000	0.163265	0.029412	0.000000	0.980198	0.752475	0.534653	0.340967	0.344078	0.206725
suspicious-document00129.txt-34	source-document00179.txt-47	random-obfuscation	0.362500	0.387628	0.349475	0.750000	0.428571	0.166667	0.428571	0.200000	0.066667	0.872340	0.702128	0.659574	0.704762	0.992372	1.000000
suspicious-document00129.txt-35	source-document00179.txt-48	random-obfuscation	0.495536	0.481733	0.334269	0.321429	0.064516	0.000000	0.225000	0.038462	0.000000	0.814570	0.622517	0.423841	0.420000	0.370964	0.248069
suspicious-document00129.txt-120	source-document01815.txt-5	random-obfuscation	0.175926	0.170732	0.878076	0.739130	0.500000	0.360000	0.586207	0.333333	0.219512	0.883117	0.805195	0.753247	0.816054	0.950901	0.910820
suspicious-document00129.txt-121	source-document01815.txt-6	random-obfuscation	0.207143	0.132075	0.773734	0.793103	0.529412	0.393939	0.657143	0.360000	0.245283	0.958333	0.880208	0.859375	0.831633	0.796807	0.697120
suspicious-document00129.txt-122	source-document01815.txt-7	random-obfuscation	0.157895	0.165942	0.760147	0.764706	0.611111	0.470588	0.650000	0.440000	0.307692	0.820513	0.683761	0.683761	0.798165	0.933373	0.895350
suspicious-document00129.txt-98	source-document02058.txt-1	random-obfuscation	0.495588	0.672673	0.385650	0.277778	0.052632	0.000000	0.185185	0.032258	0.000000	0.663158	0.505263	0.400000	0.479042	0.878348	0.666667
suspicious-document00129.txt-99	source-document02058.txt-2	random-obfuscation	0.580435	0.740741	0.112744	0.238095	0.000000	0.000000	0.135135	0.000000	0.000000	0.827586	0.560345	0.301724	0.441558	0.411835	0.500000
suspicious-document00129.txt-100	source-document02058.txt-3	random-obfuscation	0.777273	0.676355	NaN	0.600000	0.000000	0.000000	0.193548	0.000000	0.000000	0.956522	0.695652	0.521739	0.365854	0.836135	0.452267
suspicious-document00129.txt-101	source-document02058.txt-4	random-obfuscation	0.953125	0.760954	NaN	0.400000	0.000000	0.000000	0.142857	0.000000	0.000000	0.909091	0.545455	0.181818	0.270833	0.000000	0.000000
suspicious-document00129.txt-102	source-document02058.txt-5	random-obfuscation	1.006250	0.914251	NaN	0.038462	0.000000	0.000000	0.034483	0.000000	0.000000	0.116129	0.077419	0.038710	0.150289	0.000000	0.000000
suspicious-document00129.txt-103	source-document02058.txt-6	random-obfuscation	0.694167	0.533232	0.289984	0.526316	0.000000	0.000000	0.227273	0.000000	0.000000	0.982143	0.821429	0.553571	0.452012	0.836512	0.689723
suspicious-document00129.txt-104	source-document02058.txt-7	random-obfuscation	0.746875	0.830158	0.167476	0.153846	0.000000	0.000000	0.068966	0.000000	0.000000	0.803030	0.454545	0.272727	0.366864	0.000000	0.000000
suspicious-document00129.txt-158	source-document02144.txt-1	random-obfuscation	0.546296	0.644170	0.099357	0.136364	0.041667	0.000000	0.068182	0.020000	0.000000	0.782895	0.539474	0.381579	0.429487	0.895574	0.500000
suspicious-document00129.txt-159	source-document02144.txt-2	random-obfuscation	0.615385	0.494036	0.177678	0.344828	0.032258	0.000000	0.263158	0.020000	0.000000	0.553191	0.436170	0.382979	0.474576	0.110111	0.076360
suspicious-document00129.txt-160	source-document02144.txt-3	random-obfuscation	0.656250	0.647820	0.155913	0.166667	0.050000	0.000000	0.081081	0.023256	0.000000	0.787037	0.527778	0.361111	0.430894	-0.853750	-0.500000
suspicious-document00131.txt-165	source-document00989.txt-7	random-obfuscation	0.475758	0.321296	0.738060	0.840000	0.535714	0.333333	0.636364	0.319149	0.169811	0.985714	0.947619	0.947619	0.756098	0.987848	0.970839
suspicious-document00131.txt-81	source-document01867.txt-1	random-obfuscation	0.375000	0.129428	0.884024	1.000000	0.571429	0.166667	0.636364	0.266667	0.062500	1.000000	1.000000	1.000000	0.729167	0.955942	0.822753
suspicious-document00131.txt-82	source-document01867.txt-2	random-obfuscation	0.154762	0.357636	0.652848	0.684211	0.333333	0.176471	0.464286	0.176471	0.085714	0.896226	0.669811	0.613208	0.652174	0.981640	0.946465
suspicious-document00131.txt-83	source-document01867.txt-3	random-obfuscation	0.278846	0.169709	0.370545	0.800000	0.608696	0.363636	0.571429	0.378378	0.195122	0.977273	0.924242	0.909091	0.842105	0.978133	0.950049
suspicious-document00131.txt-84	source-document01867.txt-4	random-obfuscation	0.362500	0.439888	0.576987	0.647059	0.312500	0.066667	0.407407	0.151515	0.028571	0.888889	0.698413	0.587302	0.687259	0.897713	0.831479
suspicious-document00131.txt-85	source-document01867.txt-5	random-obfuscation	0.390625	0.365665	0.740970	0.666667	0.230769	0.000000	0.363636	0.107143	0.000000	0.973684	0.894737	0.789474	0.649215	0.997958	1.000000
suspicious-document00131.txt-86	source-document01867.txt-6	random-obfuscation	0.215909	0.186802	0.580027	0.884615	0.733333	0.620690	0.766667	0.536585	0.400000	0.971591	0.909091	0.909091	0.867021	0.818250	0.793804
suspicious-document00131.txt-99	source-document01867.txt-58	random-obfuscation	0.519565	0.179078	0.703488	0.866667	0.437500	0.266667	0.500000	0.189189	0.102564	0.988506	0.942529	0.919540	0.680672	0.830552	0.836703
suspicious-document00131.txt-100	source-document01867.txt-59	random-obfuscation	0.280556	0.200329	0.788732	0.750000	0.448276	0.275862	0.500000	0.240741	0.131148	0.957317	0.884146	0.847561	0.758065	0.824462	0.781896
suspicious-document00131.txt-101	source-document01867.txt-60	random-obfuscation	0.107143	0.185908	0.068528	0.833333	0.666667	0.545455	0.625000	0.444444	0.333333	0.913043	0.797101	0.797101	0.808219	0.996379	1.000000
suspicious-document00131.txt-102	source-document01867.txt-61	random-obfuscation	0.222222	0.149734	0.580210	0.850000	0.500000	0.304348	0.629630	0.300000	0.162791	0.942149	0.834711	0.785124	0.686792	0.926926	0.836845
suspicious-document00131.txt-111	source-document01867.txt-48	random-obfuscation	0.625000	0.759808	0.381047	0.230769	0.000000	0.000000	0.136364	0.000000	0.000000	0.726027	0.369863	0.232877	0.441176	1.000000	1.000000
suspicious-document00131.txt-112	source-document01867.txt-49	random-obfuscation	0.625000	0.781782	NaN	0.111111	0.000000	0.000000	0.066667	0.000000	0.000000	0.625000	0.229167	0.062500	0.395604	0.000000	0.000000
suspicious-document00131.txt-113	source-document01867.txt-50	random-obfuscation	0.218750	0.240743	0.158687	0.785714	0.500000	0.307692	0.550000	0.291667	0.160000	0.942029	0.855072	0.768116	0.738854	0.992505	1.000000
suspicious-document00131.txt-114	source-document01867.txt-51	random-obfuscation	0.375000	0.462147	0.766616	0.571429	0.230769	0.166667	0.347826	0.111111	0.076923	0.826667	0.640000	0.533333	0.609756	0.838449	0.721688
suspicious-document00131.txt-115	source-document01867.txt-52	random-obfuscation	0.454545	0.407333	0.646181	0.666667	0.294118	0.125000	0.387097	0.131579	0.051282	0.966667	0.711111	0.622222	0.529680	0.921859	0.787069
suspicious-document00131.txt-116	source-document01867.txt-53	random-obfuscation	0.240000	0.176312	0.673344	0.666667	0.352941	0.151515	0.418605	0.181818	0.069444	0.937500	0.833333	0.666667	0.658879	0.839367	0.828710
suspicious-document00141.txt-118	source-document00413.txt-12	random-obfuscation	0.843750	0.354503	1.000000	1.000000	0.750000	0.666667	0.416667	0.250000	0.181818	1.000000	1.000000	1.000000	0.514286	0.873846	1.000000
suspicious-document00141.txt-119	source-document00413.txt-13	random-obfuscation	0.443750	0.190573	0.679305	0.937500	0.687500	0.466667	0.681818	0.407407	0.241379	1.000000	0.962963	0.962963	0.776119	0.995530	1.000000
suspicious-document00141.txt-120	source-document00413.txt-14	random-obfuscation	0.568182	0.338562	0.694451	0.875000	0.428571	0.333333	0.466667	0.176471	0.125000	0.942857	0.857143	0.857143	0.554622	0.979194	1.000000
suspicious-document00141.txt-121	source-document00413.txt-15	random-obfuscation	0.691176	0.367544	0.610663	0.833333	0.363636	0.200000	0.526316	0.160000	0.074074	0.984848	0.954545	0.893939	0.594059	0.691330	0.649245
suspicious-document00141.txt-122	source-document00413.txt-16	random-obfuscation	0.355263	0.239361	0.176048	0.857143	0.600000	0.428571	0.571429	0.333333	0.214286	0.974026	0.883117	0.831169	0.705882	0.990879	1.000000
suspicious-document00141.txt-166	source-document00413.txt-2	random-obfuscation	0.277778	0.222222	NaN	0.777778	0.500000	0.285714	0.636364	0.333333	0.166667	0.864865	0.810811	0.810811	0.821918	1.000000	1.000000
suspicious-document00141.txt-167	source-document00413.txt-3	random-obfuscation	0.636364	0.825922	0.163354	0.181818	0.000000	0.000000	0.095238	0.000000	0.000000	0.725490	0.431373	0.235294	0.457143	0.000000	0.000000
suspicious-document00141.txt-168	source-document00413.txt-4	random-obfuscation	0.156250	0.228483	0.633209	0.733333	0.466667	0.214286	0.578947	0.291667	0.115385	0.894737	0.789474	0.789474	0.833333	0.929235	0.860518
suspicious-document00141.txt-169	source-document00413.txt-5	random-obfuscation	0.210000	0.280899	0.480093	0.636364	0.375000	0.217391	0.451613	0.230769	0.121951	0.919355	0.725806	0.612903	0.664032	0.995411	0.978261
suspicious-document00141.txt-170	source-document00413.txt-6	random-obfuscation	0.636364	0.825922	0.346051	0.166667	0.000000	0.000000	0.095238	0.000000	0.000000	0.634615	0.346154	0.230769	0.415842	0.000000	0.000000
suspicious-document00141.txt-14	source-document02719.txt-2	random-obfuscation	0.522368	0.648310	0.644085	0.294118	0.000000	0.000000	0.196078	0.000000	0.000000	0.649254	0.451493	0.272388	0.427313	-0.175199	-0.096225
suspicious-document00141.txt-15	source-document02719.txt-3	random-obfuscation	0.333333	0.219280	0.876076	0.823529	0.647059	0.437500	0.666667	0.458333	0.269231	0.971429	0.885714	0.885714	0.855856	0.999022	1.000000
suspicious-document00141.txt-16	source-document02719.txt-4	random-obfuscation	0.732432	0.671310	0.719871	0.263158	0.000000	0.000000	0.102041	0.000000	0.000000	0.975410	0.721311	0.426230	0.351598	0.767971	0.600000
suspicious-document00141.txt-17	source-document02719.txt-5	random-obfuscation	0.470000	0.680199	0.430104	0.296296	0.071429	0.000000	0.200000	0.042553	0.000000	0.661111	0.400000	0.211111	0.398693	-0.147015	-0.144338
suspicious-document00148.txt-343	source-document02461.txt-2	random-obfuscation	0.545455	0.465478	0.611982	0.666667	0.125000	0.000000	0.352941	0.050000	0.000000	0.961538	0.807692	0.538462	0.539007	0.918809	0.875000
suspicious-document00148.txt-344	source-document02461.txt-3	random-obfuscation	0.777778	0.547089	NaN	0.666667	0.000000	0.000000	0.266667	0.000000	0.000000	0.933333	0.700000	0.433333	0.396040	0.815083	1.000000
suspicious-document00148.txt-345	source-document02461.txt-4	random-obfuscation	0.350000	0.435924	0.422695	0.500000	0.250000	0.142857	0.266667	0.117647	0.062500	0.784314	0.588235	0.470588	0.584906	0.994576	1.000000
suspicious-document00148.txt-346	source-document02461.txt-5	random-obfuscation	0.250000	0.278312	NaN	0.833333	0.600000	0.500000	0.555556	0.333333	0.250000	0.783784	0.729730	0.567568	0.717949	0.984615	1.000000
suspicious-document00148.txt-347	source-document02461.txt-6	random-obfuscation	0.410714	0.299860	0.721628	0.833333	0.636364	0.400000	0.526316	0.350000	0.190476	0.924528	0.792453	0.716981	0.589928	1.000000	1.000000
suspicious-document00148.txt-348	source-document02461.txt-7	random-obfuscation	0.610526	0.556240	0.591069	0.615385	0.166667	0.090909	0.266667	0.058824	0.030303	0.962025	0.822785	0.746835	0.587156	0.991108	1.000000
suspicious-document00148.txt-349	source-document02461.txt-8	random-obfuscation	0.583333	0.334088	0.356830	0.666667	0.300000	0.111111	0.285714	0.115385	0.038462	0.981818	0.800000	0.727273	0.573248	0.981210	1.000000
suspicious-document00148.txt-350	source-document02461.txt-9	random-obfuscation	0.562500	0.503861	0.612651	0.800000	0.500000	0.000000	0.400000	0.166667	0.000000	0.958333	0.750000	0.666667	0.459459	0.542625	NaN
suspicious-document00148.txt-351	source-document02461.txt-10	random-obfuscation	0.562500	0.407843	0.795748	0.875000	0.500000	0.142857	0.538462	0.235294	0.052632	1.000000	0.978261	0.934783	0.694215	0.993558	1.000000
suspicious-document00148.txt-352	source-document02461.txt-11	random-obfuscation	0.870000	0.664590	0.434686	0.600000	0.000000	0.000000	0.166667	0.000000	0.000000	0.962963	0.740741	0.740741	0.368421	0.990536	1.000000
suspicious-document00148.txt-353	source-document02461.txt-12	random-obfuscation	0.200000	0.166667	0.524430	0.777778	0.666667	0.500000	0.636364	0.500000	0.333333	0.866667	0.733333	0.688889	0.721649	1.000000	1.000000
suspicious-document00148.txt-354	source-document02461.txt-13	random-obfuscation	0.613636	0.376390	0.796525	0.777778	0.500000	0.428571	0.437500	0.235294	0.187500	0.780000	0.640000	0.560000	0.547009	1.000000	1.000000
suspicious-document00148.txt-355	source-document02461.txt-14	random-obfuscation	1.026923	0.554565	NaN	0.833333	0.200000	0.000000	0.227273	0.041667	0.000000	0.961538	0.923077	0.692308	0.381679	0.991232	1.000000
suspicious-document00148.txt-95	source-document03221.txt-30	random-obfuscation	0.337500	0.288943	0.646530	0.666667	0.125000	0.066667	0.400000	0.054054	0.027778	0.964706	0.847059	0.752941	0.552036	0.502838	0.514903
suspicious-document00148.txt-96	source-document03221.txt-31	random-obfuscation	0.671795	0.535988	0.803449	0.500000	0.136364	0.047619	0.212766	0.040541	0.013514	0.935484	0.761290	0.490323	0.380550	0.811751	0.747018
suspicious-document00148.txt-97	source-document03221.txt-32	random-obfuscation	0.707292	0.666667	0.650601	0.368421	0.000000	0.000000	0.194444	0.000000	0.000000	0.881818	0.563636	0.309091	0.382671	0.694769	0.391965
suspicious-document00148.txt-98	source-document03221.txt-33	random-obfuscation	0.813636	0.839486	0.737889	0.138889	0.000000	0.000000	0.111111	0.000000	0.000000	0.282540	0.219048	0.155556	0.300493	0.847362	0.816497
suspicious-document00148.txt-376	source-document03221.txt-15	random-obfuscation	0.136364	0.110501	1.000000	0.900000	0.800000	0.777778	0.750000	0.615385	0.583333	0.788235	0.752941	0.729412	0.822785	0.996780	1.000000
suspicious-document00148.txt-377	source-document03221.txt-16	random-obfuscation	1.162500	0.720628	0.878299	0.600000	0.250000	0.000000	0.136364	0.040000	0.000000	0.964286	0.571429	0.571429	0.289157	0.984810	1.000000
suspicious-document00148.txt-378	source-document03221.txt-17	random-obfuscation	0.800000	0.659497	NaN	0.666667	0.200000	0.000000	0.307692	0.058824	0.000000	0.838710	0.677419	0.483871	0.412371	0.995103	1.000000
suspicious-document00148.txt-379	source-document03221.txt-18	random-obfuscation	0.766667	0.500000	0.037392	0.750000	0.142857	0.000000	0.300000	0.037037	0.000000	1.000000	0.897959	0.897959	0.611465	0.993335	1.000000
suspicious-document00148.txt-380	source-document03221.txt-19	random-obfuscation	0.530000	0.330466	0.620016	1.000000	0.583333	0.363636	0.500000	0.225806	0.125000	1.000000	0.985915	0.985915	0.538813	0.851005	0.806828
suspicious-document00148.txt-381	source-document03221.txt-20	random-obfuscation	0.515909	0.403715	0.633239	0.875000	0.533333	0.428571	0.560000	0.235294	0.171429	0.987805	0.951220	0.951220	0.590909	0.933831	0.877612
suspicious-document00263.txt-48	source-document00460.txt-2	random-obfuscation	0.411538	0.371305	0.106865	0.875000	0.625000	0.428571	0.466667	0.263158	0.157895	0.978261	0.891304	0.891304	0.671875	0.959183	1.000000
suspicious-document00263.txt-49	source-document00460.txt-3	random-obfuscation	0.700000	0.384413	NaN	1.000000	0.750000	0.333333	0.384615	0.200000	0.066667	1.000000	0.954545	0.954545	0.468085	0.943187	1.000000
suspicious-document00263.txt-50	source-document00460.txt-4	random-obfuscation	0.329412	0.241417	0.498333	0.857143	0.500000	0.230769	0.631579	0.280000	0.111111	0.949367	0.898734	0.822785	0.775956	0.998929	1.000000
suspicious-document00263.txt-51	source-document00460.txt-5	random-obfuscation	0.499138	0.327517	0.544150	0.850000	0.571429	0.350000	0.586207	0.279070	0.148936	0.960938	0.898438	0.835938	0.679365	0.639060	0.599368
suspicious-document00263.txt-52	source-document00460.txt-6	random-obfuscation	0.266667	0.286976	0.531383	0.785714	0.461538	0.333333	0.550000	0.260870	0.173913	0.950617	0.827160	0.802469	0.710660	0.986226	1.000000
suspicious-document00263.txt-53	source-document00460.txt-7	random-obfuscation	0.590000	0.431962	0.596363	0.500000	0.083333	0.000000	0.300000	0.037037	0.000000	0.851852	0.666667	0.481481	0.469697	0.696902	0.327327
suspicious-document00263.txt-54	source-document00460.txt-8	random-obfuscation	0.607143	0.612702	NaN	0.222222	0.000000	0.000000	0.166667	0.000000	0.000000	0.395349	0.302326	0.069767	0.387097	0.000000	0.000000
suspicious-document00263.txt-55	source-document00460.txt-9	random-obfuscation	0.775000	0.566139	0.606697	0.800000	0.500000	0.333333	0.266667	0.125000	0.066667	0.950000	0.700000	0.600000	0.355140	0.957100	1.000000
suspicious-document00263.txt-56	source-document00460.txt-10	random-obfuscation	0.917857	0.604715	NaN	0.800000	0.500000	0.333333	0.181818	0.080000	0.041667	1.000000	0.826087	0.739130	0.250000	0.987755	1.000000
suspicious-document00292.txt-99	source-document00474.txt-9	random-obfuscation	0.889773	0.610159	0.124250	0.500000	0.000000	0.000000	0.117647	0.000000	0.000000	0.975610	0.780488	0.487805	0.268908	0.991509	1.000000
suspicious-document00292.txt-100	source-document00474.txt-10	random-obfuscation	0.691176	0.733120	0.177312	0.230769	0.000000	0.000000	0.103448	0.000000	0.000000	0.868852	0.557377	0.295082	0.415094	0.859635	0.500000
