suspid	srcid	plagtype	GED	Cos	SD	w1	w2	w3	w1j	w2j	w3j	t1	t2	t3	subseq	pairdist	ordering
suspicious-document00062.txt-164	source-document01286.txt-21	translation-obfuscation	0.659259	0.618827	0.256706	0.222222	0.000000	0.000000	0.150000	0.000000	0.000000	0.561798	0.342697	0.230337	0.380282	-0.137466	-0.261892
suspicious-document00062.txt-165	source-document01286.txt-22	translation-obfuscation	0.540476	0.851750	0.323060	0.214286	0.000000	0.000000	0.090909	0.000000	0.000000	0.914634	0.524390	0.158537	0.354430	0.824361	NaN
suspicious-document00062.txt-166	source-document01286.txt-23	translation-obfuscation	0.543478	0.537319	0.194882	0.285714	0.083333	0.000000	0.176471	0.046512	0.000000	0.719424	0.467626	0.280576	0.421875	0.522059	0.444444
suspicious-document00070.txt-185	source-document02168.txt-2	translation-obfuscation	0.062500	0.160430	0.563479	0.869565	0.777778	0.692308	0.740741	0.617647	0.514286	0.977941	0.977941	0.977941	0.944649	0.999380	1.000000
suspicious-document00070.txt-186	source-document02168.txt-3	translation-obfuscation	0.478261	0.216071	0.541178	0.500000	0.333333	0.250000	0.458333	0.272727	0.200000	0.546763	0.532374	0.517986	0.660465	0.893712	1.000000
suspicious-document00070.txt-8	source-document02564.txt-17	translation-obfuscation	0.785714	0.694112	0.144873	0.210526	0.000000	0.000000	0.166667	0.000000	0.000000	0.394231	0.250000	0.115385	0.348993	0.432517	NaN
suspicious-document00070.txt-9	source-document02564.txt-18	translation-obfuscation	0.513889	0.778596	0.383144	0.277778	0.047619	0.000000	0.178571	0.029412	0.000000	0.723810	0.514286	0.304762	0.452632	0.670848	0.000000
suspicious-document00070.txt-10	source-document02564.txt-19	translation-obfuscation	0.586538	0.635694	0.314365	0.227273	0.041667	0.000000	0.125000	0.020408	0.000000	0.886179	0.691057	0.463415	0.484375	0.733796	0.654654
suspicious-document00070.txt-181	source-document02564.txt-12	translation-obfuscation	0.840278	0.554004	0.528064	0.145833	0.000000	0.000000	0.129630	0.000000	0.000000	0.226667	0.180000	0.126667	0.281843	0.004648	0.113228
suspicious-document00070.txt-182	source-document02564.txt-13	translation-obfuscation	0.688462	0.727834	0.010415	0.200000	0.000000	0.000000	0.142857	0.000000	0.000000	0.523810	0.214286	0.071429	0.409091	0.989554	1.000000
suspicious-document00144.txt-111	source-document00387.txt-30	translation-obfuscation	1.196429	0.752283	0.503913	0.100000	0.000000	0.000000	0.023256	0.000000	0.000000	0.975000	0.575000	0.325000	0.134783	0.000000	0.000000
suspicious-document00146.txt-24	source-document02828.txt-1	translation-obfuscation	0.525758	0.713961	0.399583	0.214286	0.034483	0.000000	0.115385	0.016393	0.000000	0.896396	0.648649	0.396396	0.428571	0.958781	1.000000
suspicious-document00146.txt-25	source-document02828.txt-2	translation-obfuscation	0.482895	0.605789	0.354948	0.151515	0.024390	0.000000	0.096154	0.014706	0.000000	0.659091	0.467532	0.305195	0.408397	0.702429	0.250000
suspicious-document00146.txt-262	source-document02962.txt-2	translation-obfuscation	0.523148	0.826777	0.344594	0.210526	0.000000	0.000000	0.105263	0.000000	0.000000	0.885906	0.570470	0.342282	0.408377	0.989292	1.000000
suspicious-document00146.txt-263	source-document02962.txt-3	translation-obfuscation	0.743243	0.755011	0.412347	0.205128	0.037736	0.000000	0.163265	0.029412	0.000000	0.362745	0.258170	0.186275	0.357143	0.103554	-0.005128
suspicious-document00156.txt-8	source-document00066.txt-20	translation-obfuscation	0.623529	0.480385	0.852847	0.363636	0.181818	0.095238	0.307692	0.137931	0.068966	0.485075	0.417910	0.388060	0.530000	0.668075	0.781071
suspicious-document00156.txt-9	source-document00066.txt-21	translation-obfuscation	0.593750	0.410744	0.810842	0.555556	0.125000	0.000000	0.416667	0.071429	0.000000	0.897436	0.769231	0.666667	0.541176	0.622625	0.523810
suspicious-document00156.txt-10	source-document00066.txt-22	translation-obfuscation	0.272727	0.186875	1.000000	0.857143	0.300000	0.105263	0.692308	0.162162	0.051282	0.976923	0.938462	0.907692	0.794118	0.983641	0.918998
suspicious-document00156.txt-11	source-document00066.txt-23	translation-obfuscation	0.356818	0.392470	0.526068	0.705882	0.400000	0.263158	0.461538	0.242424	0.142857	0.905172	0.724138	0.672414	0.709402	0.998404	1.000000
suspicious-document00156.txt-12	source-document00066.txt-24	translation-obfuscation	0.445000	0.279856	0.855793	0.619048	0.230769	0.074074	0.393939	0.122449	0.037037	0.982659	0.867052	0.843931	0.702128	0.949352	0.942308
suspicious-document00156.txt-77	source-document00066.txt-3	translation-obfuscation	0.911765	0.566611	0.580505	0.411765	0.166667	0.058824	0.145833	0.049180	0.016129	0.991228	0.780702	0.517544	0.348668	0.202349	0.208301
suspicious-document00156.txt-78	source-document00066.txt-4	translation-obfuscation	0.955882	0.501942	NaN	0.833333	0.200000	0.000000	0.192308	0.031250	0.000000	1.000000	0.935484	0.806452	0.246445	0.897862	0.666667
suspicious-document00156.txt-79	source-document00066.txt-5	translation-obfuscation	0.370370	0.435218	0.684668	0.541667	0.384615	0.360000	0.371429	0.232558	0.214286	0.942675	0.802548	0.713376	0.676385	0.998603	1.000000
suspicious-document00156.txt-80	source-document00066.txt-6	translation-obfuscation	0.373333	0.281815	1.000000	0.571429	0.357143	0.285714	0.421053	0.227273	0.173913	0.858824	0.764706	0.717647	0.777143	0.996825	1.000000
suspicious-document00156.txt-299	source-document00066.txt-9	translation-obfuscation	0.744000	0.754050	0.416072	0.272727	0.037037	0.000000	0.153846	0.020833	0.000000	0.805755	0.510791	0.294964	0.430108	0.356645	0.288675
suspicious-document00156.txt-300	source-document00066.txt-10	translation-obfuscation	0.636364	0.780029	0.084955	0.136364	0.000000	0.000000	0.081081	0.000000	0.000000	0.572368	0.302632	0.131579	0.373016	0.993509	1.000000
suspicious-document00156.txt-301	source-document00066.txt-11	translation-obfuscation	0.369643	0.301703	0.681550	0.666667	0.347826	0.136364	0.482759	0.186047	0.063830	0.871622	0.722973	0.655405	0.681388	0.966397	0.906089
suspicious-document00156.txt-302	source-document00066.txt-12	translation-obfuscation	0.403846	0.514637	0.520361	0.538462	0.250000	0.090909	0.368421	0.136364	0.045455	0.753247	0.662338	0.636364	0.692810	0.968620	0.908295
suspicious-document00156.txt-146	source-document02489.txt-3	translation-obfuscation	0.224490	0.165602	0.345691	0.825000	0.520833	0.395833	0.660000	0.352113	0.250000	0.964981	0.875486	0.836576	0.781132	0.896757	0.823654
suspicious-document00156.txt-147	source-document02489.txt-4	translation-obfuscation	0.289706	0.226410	0.764859	0.560000	0.343750	0.225806	0.378378	0.196429	0.120690	0.961039	0.805195	0.701299	0.676385	0.996500	1.000000
suspicious-document00156.txt-148	source-document02489.txt-5	translation-obfuscation	0.257576	0.167195	0.509128	0.708333	0.500000	0.310345	0.531250	0.312500	0.169811	0.975904	0.909639	0.861446	0.737430	0.972622	0.877271
suspicious-document00156.txt-311	source-document02489.txt-29	translation-obfuscation	0.631250	0.558058	0.245718	0.166667	0.047619	0.000000	0.130435	0.034483	0.000000	0.386139	0.257426	0.198020	0.422535	0.833092	0.500000
suspicious-document00156.txt-312	source-document02489.txt-30	translation-obfuscation	1.000000	0.904654	NaN	0.200000	0.000000	0.000000	0.055556	0.000000	0.000000	0.950000	0.600000	0.000000	0.261682	0.000000	0.000000
suspicious-document00156.txt-313	source-document02489.txt-31	translation-obfuscation	0.900000	0.874012	NaN	0.230769	0.000000	0.000000	0.065217	0.000000	0.000000	0.900000	0.637500	0.362500	0.312102	0.563621	NaN
suspicious-document00156.txt-15	source-document02884.txt-136	translation-obfuscation	0.491111	0.435906	NaN	0.250000	0.020000	0.000000	0.173077	0.012500	0.000000	0.713115	0.475410	0.295082	0.388646	0.125228	-0.166180
suspicious-document00156.txt-16	source-document02884.txt-137	translation-obfuscation	0.805303	0.905033	0.039411	0.272727	0.000000	0.000000	0.066667	0.000000	0.000000	0.938462	0.600000	0.261538	0.254902	0.991870	1.000000
suspicious-document00156.txt-17	source-document02884.txt-138	translation-obfuscation	0.857143	0.943020	0.113311	0.071429	0.000000	0.000000	0.041667	0.000000	0.000000	0.487395	0.243697	0.109244	0.328042	0.000000	0.000000
suspicious-document00156.txt-18	source-document02884.txt-139	translation-obfuscation	0.980769	0.513336	NaN	0.750000	0.666667	0.500000	0.166667	0.090909	0.047619	1.000000	1.000000	0.636364	0.152778	0.984670	1.000000
suspicious-document00156.txt-19	source-document02884.txt-140	translation-obfuscation	0.428571	0.198216	NaN	0.857143	0.666667	0.400000	0.666667	0.444444	0.222222	1.000000	1.000000	1.000000	0.958904	0.996024	1.000000
suspicious-document00156.txt-20	source-document02884.txt-141	translation-obfuscation	0.476471	0.260307	0.655983	0.533333	0.388889	0.294118	0.421053	0.269231	0.192308	0.744186	0.686047	0.616279	0.716981	0.850104	0.800641
suspicious-document00156.txt-21	source-document02884.txt-142	translation-obfuscation	0.508000	0.228070	1.000000	0.428571	0.238095	0.150000	0.222222	0.116279	0.068182	0.945946	0.851351	0.797297	0.634409	0.947466	1.000000
suspicious-document00156.txt-25	source-document02884.txt-146	translation-obfuscation	0.338889	0.235134	0.321245	0.666667	0.263158	0.111111	0.545455	0.166667	0.064516	0.800000	0.645455	0.645455	0.656863	0.959086	0.899388
suspicious-document00156.txt-26	source-document02884.txt-147	translation-obfuscation	0.292857	0.179217	NaN	0.818182	0.307692	0.166667	0.600000	0.173913	0.086957	0.936508	0.873016	0.809524	0.686567	0.895319	0.777212
suspicious-document00156.txt-27	source-document02884.txt-148	translation-obfuscation	0.000000	-0.000000	NaN	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
suspicious-document00156.txt-28	source-document02884.txt-149	translation-obfuscation	0.447059	0.645754	1.000000	0.470588	0.062500	0.000000	0.333333	0.031250	0.000000	0.916667	0.821429	0.750000	0.541436	0.423223	0.428571
suspicious-document00156.txt-29	source-document02884.txt-150	translation-obfuscation	0.220588	0.188893	0.694015	0.736842	0.500000	0.411765	0.700000	0.375000	0.291667	0.808511	0.776596	0.776596	0.802260	0.963413	0.956984
suspicious-document00156.txt-30	source-document02884.txt-151	translation-obfuscation	0.900000	0.739792	NaN	0.068966	0.000000	0.000000	0.048780	0.000000	0.000000	0.163424	0.097276	0.035019	0.196923	0.000000	0.000000
suspicious-document00156.txt-54	source-document02884.txt-25	translation-obfuscation	0.617568	0.428297	0.230961	0.303030	0.066667	0.022727	0.227273	0.044118	0.014493	0.603687	0.474654	0.373272	0.448864	0.279779	0.094491
suspicious-document00156.txt-166	source-document02884.txt-98	translation-obfuscation	0.100000	0.000000	NaN	1.000000	0.500000	0.333333	1.000000	0.333333	0.200000	1.000000	0.875000	0.750000	0.875000	0.913007	0.816497
suspicious-document00156.txt-167	source-document02884.txt-99	translation-obfuscation	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
suspicious-document00156.txt-168	source-document02884.txt-100	translation-obfuscation	0.357143	0.262135	NaN	1.000000	0.833333	0.600000	0.857143	0.625000	0.375000	1.000000	1.000000	1.000000	0.880952	0.998108	1.000000
suspicious-document00156.txt-169	source-document02884.txt-101	translation-obfuscation	0.000000	0.055089	NaN	1.000000	0.750000	0.666667	1.000000	0.750000	0.666667	0.904762	0.904762	0.904762	0.950000	1.000000	1.000000
suspicious-document00156.txt-170	source-document02884.txt-102	translation-obfuscation	0.925000	0.438049	NaN	0.461538	0.307692	0.230769	0.461538	0.285714	0.214286	0.348837	0.337209	0.337209	0.517241	0.748373	1.000000
suspicious-document00156.txt-171	source-document02884.txt-103	translation-obfuscation	0.666667	0.714286	NaN	0.250000	0.000000	0.000000	0.100000	0.000000	0.000000	0.800000	0.450000	0.350000	0.309524	0.000000	0.000000
suspicious-document00156.txt-172	source-document02884.txt-104	translation-obfuscation	0.650000	0.537090	NaN	0.333333	0.000000	0.000000	0.250000	0.000000	0.000000	0.320000	0.200000	0.120000	0.311111	0.000000	0.000000
suspicious-document00156.txt-173	source-document02884.txt-105	translation-obfuscation	0.958333	0.833333	NaN	0.166667	0.000000	0.000000	0.090909	0.000000	0.000000	0.357143	0.071429	0.000000	0.301887	0.000000	0.000000
suspicious-document00156.txt-174	source-document02884.txt-106	translation-obfuscation	0.770833	0.903775	NaN	0.055556	0.000000	0.000000	0.043478	0.000000	0.000000	0.278351	0.185567	0.082474	0.301587	0.000000	0.000000
suspicious-document00156.txt-175	source-document02884.txt-107	translation-obfuscation	1.166667	0.897402	NaN	0.200000	0.000000	0.000000	0.043478	0.000000	0.000000	0.600000	0.533333	0.000000	0.137931	0.000000	0.000000
suspicious-document00156.txt-176	source-document02884.txt-108	translation-obfuscation	0.800000	0.800000	NaN	0.200000	0.000000	0.000000	0.111111	0.000000	0.000000	0.363636	0.181818	0.000000	0.324324	0.000000	0.000000
suspicious-document00156.txt-177	source-document02884.txt-109	translation-obfuscation	0.750000	0.634852	NaN	0.333333	0.000000	0.000000	0.222222	0.000000	0.000000	0.366667	0.166667	0.100000	0.307692	0.000000	0.000000
suspicious-document00156.txt-178	source-document02884.txt-110	translation-obfuscation	0.892857	0.855662	NaN	0.125000	0.000000	0.000000	0.076923	0.000000	0.000000	0.358491	0.113208	0.000000	0.313253	0.000000	0.000000
suspicious-document00156.txt-179	source-document02884.txt-111	translation-obfuscation	0.460000	0.897938	NaN	0.083333	0.000000	0.000000	0.052632	0.000000	0.000000	0.660377	0.377358	0.075472	0.333333	0.000000	0.000000
suspicious-document00156.txt-180	source-document02884.txt-112	translation-obfuscation	0.777778	0.786799	NaN	0.250000	0.000000	0.000000	0.117647	0.000000	0.000000	0.515152	0.181818	0.121212	0.238095	0.000000	0.000000
suspicious-document00156.txt-181	source-document02884.txt-113	translation-obfuscation	0.892857	0.732739	0.167945	0.285714	0.000000	0.000000	0.153846	0.000000	0.000000	0.275000	0.125000	0.075000	0.219178	0.000000	0.000000
suspicious-document00156.txt-182	source-document02884.txt-114	translation-obfuscation	0.571429	0.863917	NaN	0.111111	0.000000	0.000000	0.071429	0.000000	0.000000	0.526316	0.236842	0.078947	0.325000	0.000000	0.000000
suspicious-document00156.txt-183	source-document02884.txt-115	translation-obfuscation	0.785714	0.857143	NaN	0.142857	0.000000	0.000000	0.076923	0.000000	0.000000	0.387097	0.064516	0.000000	0.264706	0.000000	0.000000
suspicious-document00156.txt-184	source-document02884.txt-116	translation-obfuscation	0.625000	0.595939	NaN	0.285714	0.000000	0.000000	0.235294	0.000000	0.000000	0.306452	0.258065	0.225806	0.322581	0.307244	NaN
suspicious-document00156.txt-185	source-document02884.txt-117	translation-obfuscation	0.694444	0.882149	NaN	0.166667	0.000000	0.000000	0.058824	0.000000	0.000000	0.578947	0.210526	0.000000	0.197531	0.000000	0.000000
suspicious-document00156.txt-186	source-document02884.txt-118	translation-obfuscation	0.458333	0.701858	NaN	0.166667	0.000000	0.000000	0.100000	0.000000	0.000000	0.285714	0.071429	0.000000	0.311111	0.000000	0.000000
suspicious-document00156.txt-187	source-document02884.txt-119	translation-obfuscation	0.687500	0.776393	NaN	0.100000	0.000000	0.000000	0.071429	0.000000	0.000000	0.264151	0.169811	0.056604	0.210526	0.000000	0.000000
suspicious-document00156.txt-188	source-document02884.txt-120	translation-obfuscation	0.425000	0.416667	0.027019	0.555556	0.000000	0.000000	0.357143	0.000000	0.000000	0.702128	0.510638	0.340426	0.460000	0.860845	0.816497
suspicious-document00156.txt-189	source-document02884.txt-121	translation-obfuscation	1.516667	0.958333	0.031792	0.026316	0.000000	0.000000	0.023256	0.000000	0.000000	0.060498	0.028470	0.000000	0.097403	0.000000	0.000000
suspicious-document00159.txt-41	source-document03155.txt-8	translation-obfuscation	0.482000	0.364511	0.431788	0.700000	0.285714	0.100000	0.466667	0.142857	0.045455	0.955752	0.893805	0.787611	0.567050	0.581870	0.310473
suspicious-document00159.txt-42	source-document03155.txt-9	translation-obfuscation	0.666667	0.469670	NaN	0.750000	0.000000	0.000000	0.333333	0.000000	0.000000	1.000000	0.941176	0.823529	0.400000	0.188982	NaN
suspicious-document00159.txt-43	source-document03155.txt-10	translation-obfuscation	0.401042	0.146087	0.187576	0.500000	0.285714	0.136364	0.333333	0.157895	0.073171	0.867257	0.752212	0.646018	0.655022	0.990013	0.804400
suspicious-document00159.txt-44	source-document03155.txt-11	translation-obfuscation	0.394737	0.369512	0.661471	0.625000	0.333333	0.166667	0.434783	0.200000	0.093750	0.947368	0.821053	0.736842	0.556701	0.711146	0.680919
suspicious-document00302.txt-28	source-document00894.txt-1	translation-obfuscation	0.526852	0.554805	0.535427	0.217391	0.032258	0.000000	0.151515	0.020408	0.000000	0.585799	0.426036	0.284024	0.494545	0.809381	0.408248
suspicious-document00313.txt-21	source-document00951.txt-4	translation-obfuscation	0.832258	0.857345	0.279346	0.062500	0.000000	0.000000	0.042553	0.000000	0.000000	0.484444	0.306667	0.128889	0.353623	0.000000	0.000000
suspicious-document00313.txt-22	source-document00951.txt-5	translation-obfuscation	0.501163	0.594396	0.301987	0.272727	0.025000	0.000000	0.152542	0.012195	0.000000	0.883249	0.649746	0.436548	0.400000	0.444348	0.025482
suspicious-document00327.txt-64	source-document00922.txt-2	translation-obfuscation	1.102778	0.869545	0.360566	0.102564	0.000000	0.000000	0.083333	0.000000	0.000000	0.253289	0.184211	0.098684	0.261097	0.457136	0.707107
suspicious-document00327.txt-182	source-document00922.txt-3	translation-obfuscation	0.305556	0.413698	0.737250	0.526316	0.263158	0.055556	0.400000	0.172414	0.032258	0.842975	0.710744	0.611570	0.675214	0.976904	1.000000
suspicious-document00327.txt-183	source-document00922.txt-4	translation-obfuscation	0.208333	0.219140	0.945623	0.777778	0.468750	0.290323	0.700000	0.340909	0.187500	0.837438	0.807882	0.778325	0.845745	0.726005	0.681567
suspicious-document00327.txt-184	source-document00922.txt-5	translation-obfuscation	0.531250	0.746454	0.817807	0.600000	0.111111	0.000000	0.333333	0.047619	0.000000	0.984127	0.761905	0.603175	0.561644	0.940020	0.763763
suspicious-document00327.txt-185	source-document00922.txt-6	translation-obfuscation	1.072794	0.701501	0.736755	0.225000	0.145833	0.104167	0.214286	0.134615	0.094340	0.195710	0.190349	0.179625	0.278027	0.997748	1.000000
suspicious-document00369.txt-146	source-document01497.txt-7	translation-obfuscation	0.216667	0.224368	0.491810	0.714286	0.466667	0.285714	0.555556	0.318182	0.173913	0.962500	0.925000	0.850000	0.892857	0.999332	1.000000
suspicious-document00369.txt-147	source-document01497.txt-8	translation-obfuscation	0.145833	0.131278	0.801456	0.761905	0.625000	0.478261	0.666667	0.483871	0.333333	0.844444	0.837037	0.822222	0.869565	0.977547	0.966471
suspicious-document00369.txt-148	source-document01497.txt-9	translation-obfuscation	0.244444	0.406978	0.794864	0.782609	0.407407	0.153846	0.620690	0.261905	0.085106	0.909639	0.819277	0.783133	0.730539	0.958766	0.870290
suspicious-document00385.txt-90	source-document02912.txt-2	translation-obfuscation	0.554688	0.763060	0.432717	0.200000	0.000000	0.000000	0.107143	0.000000	0.000000	0.720588	0.485294	0.367647	0.463768	0.309675	NaN
suspicious-document00385.txt-91	source-document02912.txt-3	translation-obfuscation	0.741071	0.783494	0.314124	0.187500	0.066667	0.000000	0.120000	0.040000	0.000000	0.634921	0.333333	0.206349	0.420168	0.999990	1.000000
suspicious-document00385.txt-92	source-document02912.txt-4	translation-obfuscation	0.539063	0.710843	0.173277	0.307692	0.000000	0.000000	0.153846	0.000000	0.000000	0.847458	0.559322	0.355932	0.446043	0.817623	0.707107
suspicious-document00385.txt-93	source-document02912.txt-5	translation-obfuscation	0.685000	0.890891	0.089728	0.071429	0.000000	0.000000	0.052632	0.000000	0.000000	0.393443	0.262295	0.196721	0.367816	0.000000	0.000000
suspicious-document00385.txt-94	source-document02912.txt-6	translation-obfuscation	0.750000	0.826578	0.290174	0.285714	0.000000	0.000000	0.095238	0.000000	0.000000	0.942857	0.542857	0.085714	0.336283	0.000000	0.000000
suspicious-document00385.txt-95	source-document02912.txt-7	translation-obfuscation	0.937500	0.842865	0.027157	0.133333	0.000000	0.000000	0.090909	0.000000	0.000000	0.453333	0.253333	0.146667	0.360360	0.000000	0.000000
suspicious-document00385.txt-96	source-document02912.txt-8	translation-obfuscation	0.795313	0.489690	0.002214	0.625000	0.142857	0.000000	0.238095	0.035714	0.000000	0.969697	0.666667	0.424242	0.387097	0.543031	0.218218
suspicious-document00385.txt-97	source-document02912.txt-9	translation-obfuscation	0.742000	0.898661	0.215529	0.133333	0.000000	0.000000	0.051282	0.000000	0.000000	0.860215	0.580645	0.172043	0.439462	0.000000	0.000000
suspicious-document00385.txt-98	source-document02912.txt-10	translation-obfuscation	0.854808	0.745743	0.209206	0.312500	0.000000	0.000000	0.121951	0.000000	0.000000	0.934066	0.637363	0.483516	0.448669	0.510225	0.166667
suspicious-document00385.txt-99	source-document02912.txt-11	translation-obfuscation	0.851136	0.959968	0.218214	0.040000	0.000000	0.000000	0.027778	0.000000	0.000000	0.321429	0.125000	0.017857	0.277056	0.000000	0.000000
suspicious-document00385.txt-100	source-document02912.txt-12	translation-obfuscation	0.697368	0.730592	0.203632	0.250000	0.000000	0.000000	0.125000	0.000000	0.000000	0.904762	0.571429	0.333333	0.411215	0.719137	0.707107
suspicious-document00385.txt-101	source-document02912.txt-13	translation-obfuscation	0.664286	0.928158	0.065728	0.117647	0.000000	0.000000	0.058824	0.000000	0.000000	0.745902	0.426230	0.163934	0.415254	0.000000	0.000000
suspicious-document00385.txt-102	source-document02912.txt-14	translation-obfuscation	0.800000	0.813903	0.528284	0.187500	0.000000	0.000000	0.093750	0.000000	0.000000	0.887640	0.505618	0.235955	0.396313	0.918078	1.000000
suspicious-document00385.txt-103	source-document02912.txt-15	translation-obfuscation	0.873529	0.720492	0.204436	0.235294	0.000000	0.000000	0.137931	0.000000	0.000000	0.682692	0.451923	0.240385	0.430769	0.884055	0.707107
suspicious-document00426.txt-86	source-document01804.txt-11	translation-obfuscation	0.389394	0.510650	0.441769	0.307692	0.066667	0.000000	0.173913	0.032258	0.000000	0.851852	0.645503	0.539683	0.526854	0.936660	1.000000
suspicious-document00426.txt-8	source-document02437.txt-1	translation-obfuscation	0.365714	0.513336	0.626714	0.625000	0.222222	0.142857	0.454545	0.131148	0.080645	0.909910	0.765766	0.711712	0.566292	0.778714	0.691798
suspicious-document00426.txt-9	source-document02437.txt-2	translation-obfuscation	0.400000	0.426036	0.491560	0.562500	0.125000	0.000000	0.360000	0.058824	0.000000	0.989474	0.778947	0.631579	0.572727	0.769000	0.670820
suspicious-document00437.txt-49	source-document00133.txt-35	translation-obfuscation	0.669118	0.905719	0.181214	0.133333	0.000000	0.000000	0.068966	0.000000	0.000000	0.888889	0.455556	0.144444	0.371859	0.000000	0.000000
suspicious-document00437.txt-50	source-document00133.txt-36	translation-obfuscation	0.723333	0.742870	0.103048	0.363636	0.000000	0.000000	0.153846	0.000000	0.000000	0.761194	0.522388	0.373134	0.409639	0.938347	1.000000
suspicious-document00441.txt-68	source-document00396.txt-2	translation-obfuscation	1.066463	0.562276	0.569464	0.687500	0.125000	0.000000	0.192982	0.025641	0.000000	1.000000	0.918919	0.837838	0.256180	0.190864	0.162914
suspicious-document00445.txt-5	source-document02717.txt-1	translation-obfuscation	0.690000	0.323877	0.786433	0.533333	0.187500	0.066667	0.421053	0.120000	0.040000	0.670103	0.567010	0.505155	0.590361	0.349243	0.041345
suspicious-document00445.txt-6	source-document02717.txt-2	translation-obfuscation	0.435000	0.470762	0.687021	0.666667	0.285714	0.150000	0.583333	0.187500	0.090909	0.816176	0.713235	0.713235	0.443580	0.075852	0.135181
suspicious-document00445.txt-7	source-document02717.txt-3	translation-obfuscation	0.402907	0.332876	0.850410	0.717949	0.317073	0.195122	0.595745	0.194030	0.111111	0.911565	0.833333	0.792517	0.531250	0.115162	0.102172
suspicious-document00445.txt-8	source-document02717.txt-4	translation-obfuscation	0.677381	0.552786	0.920003	0.590909	0.136364	0.047619	0.464286	0.078947	0.026316	0.837209	0.682171	0.620155	0.422311	-0.288074	-0.310843
